user_id,age,city_tier,income_bracket,device_type,referral_source,platform_id,registration_date,converted,max_stage_reached,max_stage_name,funnel_attempts
U00319,24,1,>15L,desktop,partner_referral,PLT_07,2025-01-18,0,2,details,1
U00320,35,1,<3L,desktop,google_ads,PLT_09,2025-05-26,0,3,kyc,1
U00321,34,2,3-7L,mobile,organic,PLT_11,2025-05-17,0,1,fd_view,2
U00322,47,3,3-7L,mobile,direct,PLT_08,2025-03-11,0,2,details,1
U00323,53,2,3-7L,tablet,organic,PLT_13,2025-04-13,1,4,deposit,2
U00324,54,1,3-7L,tablet,organic,PLT_01,2025-04-20,0,2,details,1
U00325,31,3,3-7L,mobile,direct,PLT_04,2025-05-24,1,4,deposit,2
U00326,35,3,<3L,desktop,google_ads,PLT_07,2024-09-03,0,2,details,1
U00327,22,2,7-15L,mobile,social_media,PLT_11,2025-01-11,0,1,fd_view,1
U00328,28,2,<3L,mobile,google_ads,PLT_08,2025-05-17,0,2,details,1
U00329,49,2,3-7L,desktop,google_ads,PLT_07,2025-05-24,1,4,deposit,1
U00330,57,1,3-7L,mobile,google_ads,PLT_12,2024-06-01,1,4,deposit,1
U00331,23,2,7-15L,tablet,google_ads,PLT_03,2025-01-15,1,4,deposit,1
U00332,30,3,7-15L,mobile,google_ads,PLT_15,2025-03-29,0,1,fd_view,1
U00333,37,1,7-15L,mobile,social_media,PLT_04,2025-01-07,0,3,kyc,2
U00334,41,1,<3L,tablet,partner_referral,PLT_12,2024-12-14,1,4,deposit,2
U00335,28,1,3-7L,tablet,direct,PLT_07,2024-12-02,0,3,kyc,1
U00336,43,1,<3L,mobile,organic,PLT_08,2025-03-16,1,4,deposit,2
U00337,32,3,3-7L,mobile,partner_referral,PLT_07,2025-03-26,0,2,details,3
U00338,37,3,3-7L,desktop,partner_referral,PLT_06,2025-05-31,0,2,details,2
U00339,44,2,<3L,mobile,direct,PLT_09,2024-07-23,0,1,fd_view,1
U00340,38,1,3-7L,tablet,organic,PLT_09,2025-02-11,0,2,details,1
U00341,32,2,>15L,tablet,partner_referral,PLT_11,2025-05-05,1,4,deposit,1
U00342,36,2,>15L,mobile,direct,PLT_13,2024-08-03,0,2,details,1
U00343,36,1,3-7L,mobile,google_ads,PLT_07,2024-08-10,0,3,kyc,1
U00344,33,2,<3L,mobile,direct,PLT_08,2024-06-01,0,1,fd_view,1
U00345,34,2,<3L,tablet,organic,PLT_06,2024-09-26,1,4,deposit,1
U00346,57,2,3-7L,mobile,social_media,PLT_01,2024-06-01,0,1,fd_view,1
U00347,44,2,>15L,mobile,direct,PLT_01,2025-04-29,0,3,kyc,1
U00348,34,1,<3L,mobile,social_media,PLT_06,2024-10-23,0,0,landing,1
U00349,46,2,7-15L,desktop,google_ads,PLT_02,2024-11-06,0,0,landing,1
U00350,33,2,<3L,mobile,organic,PLT_14,2025-05-01,0,0,landing,1
U00351,52,2,>15L,mobile,direct,PLT_08,2025-05-20,1,4,deposit,2
U00352,42,3,3-7L,tablet,google_ads,PLT_01,2024-06-01,0,3,kyc,2
U00353,36,2,7-15L,tablet,organic,PLT_13,2025-04-20,0,2,details,1
U00354,43,1,3-7L,desktop,social_media,PLT_02,2024-09-29,1,4,deposit,3
U00355,22,1,7-15L,mobile,google_ads,PLT_08,2025-05-31,0,1,fd_view,3
U00356,24,2,<3L,mobile,organic,PLT_12,2025-05-30,0,0,landing,1
U00357,23,1,<3L,desktop,google_ads,PLT_06,2025-03-18,0,1,fd_view,1
U00358,39,2,>15L,mobile,organic,PLT_12,2025-04-30,0,2,details,2
U00359,58,3,>15L,tablet,partner_referral,PLT_10,2025-01-12,0,0,landing,1
U00360,64,2,>15L,desktop,partner_referral,PLT_02,2025-02-21,1,4,deposit,2
U00361,45,2,7-15L,mobile,partner_referral,PLT_02,2025-05-23,0,0,landing,1
U00362,44,2,7-15L,tablet,social_media,PLT_11,2025-05-11,0,1,fd_view,1
U00363,22,2,<3L,tablet,direct,PLT_14,2025-04-04,0,1,fd_view,1
U00364,31,2,3-7L,mobile,partner_referral,PLT_07,2025-05-08,0,1,fd_view,1
U00365,28,3,3-7L,mobile,organic,PLT_05,2024-11-25,0,2,details,1
U00366,30,2,7-15L,mobile,social_media,PLT_05,2025-03-29,0,1,fd_view,2
U00367,35,3,3-7L,mobile,google_ads,PLT_08,2025-05-21,0,0,landing,1
U00368,32,3,<3L,mobile,partner_referral,PLT_12,2025-03-14,0,3,kyc,1
U00369,22,1,3-7L,desktop,partner_referral,PLT_12,2025-05-21,0,0,landing,1
U00370,46,1,7-15L,tablet,google_ads,PLT_07,2025-05-16,0,0,landing,1
U00371,25,1,3-7L,mobile,direct,PLT_12,2025-04-30,0,0,landing,1
U00372,40,1,<3L,mobile,organic,PLT_14,2024-10-09,0,2,details,1
U00373,62,1,<3L,desktop,social_media,PLT_09,2024-07-26,0,2,details,1
U00374,26,2,<3L,mobile,organic,PLT_04,2024-11-03,0,2,details,1
U00375,22,1,3-7L,desktop,direct,PLT_10,2025-04-14,0,1,fd_view,1
U00376,34,2,7-15L,mobile,organic,PLT_04,2025-04-24,1,4,deposit,1
U00377,51,3,7-15L,mobile,organic,PLT_02,2025-02-26,1,4,deposit,1
U00378,61,1,7-15L,mobile,google_ads,PLT_03,2024-12-30,1,4,deposit,1
U00379,23,3,3-7L,desktop,google_ads,PLT_01,2024-06-01,0,1,fd_view,1
U00380,43,1,7-15L,mobile,google_ads,PLT_01,2025-05-16,1,4,deposit,2
U00381,32,1,<3L,desktop,partner_referral,PLT_07,2025-05-26,0,2,details,1
U00382,36,2,3-7L,mobile,google_ads,PLT_14,2025-01-10,0,1,fd_view,1
U00383,69,2,7-15L,mobile,organic,PLT_14,2024-10-30,1,4,deposit,2
U00384,22,3,<3L,mobile,google_ads,PLT_05,2024-10-20,0,3,kyc,2
U00385,41,3,<3L,tablet,social_media,PLT_03,2025-01-16,0,1,fd_view,1
U00386,43,3,>15L,tablet,social_media,PLT_07,2024-06-01,0,3,kyc,2
U00387,51,1,3-7L,mobile,social_media,PLT_14,2025-03-08,1,4,deposit,1
U00388,39,1,7-15L,mobile,social_media,PLT_02,2024-08-11,0,2,details,1
U00389,41,3,<3L,mobile,google_ads,PLT_03,2024-06-01,0,2,details,1
U00390,33,3,7-15L,mobile,organic,PLT_01,2024-10-19,0,1,fd_view,1
U00391,41,3,3-7L,mobile,google_ads,PLT_08,2025-04-18,0,0,landing,1
U00392,33,2,<3L,tablet,social_media,PLT_02,2025-05-06,1,4,deposit,1
U00393,45,2,7-15L,tablet,direct,PLT_15,2025-02-26,0,3,kyc,1
U00394,33,3,<3L,mobile,google_ads,PLT_07,2025-03-21,0,3,kyc,2
U00395,42,2,3-7L,mobile,organic,PLT_11,2024-09-22,0,2,details,1
U00396,37,3,<3L,desktop,organic,PLT_09,2025-05-20,0,0,landing,1
U00397,51,3,<3L,desktop,google_ads,PLT_06,2025-04-27,0,2,details,1
U00398,37,2,3-7L,mobile,partner_referral,PLT_02,2024-12-16,0,1,fd_view,3
U00399,22,3,<3L,mobile,organic,PLT_02,2025-05-21,0,2,details,1
U00400,53,3,>15L,mobile,direct,PLT_09,2025-04-16,0,2,details,1
U00401,27,1,<3L,mobile,google_ads,PLT_10,2025-04-04,0,1,fd_view,1
U00402,30,3,3-7L,mobile,direct,PLT_08,2025-02-05,0,0,landing,1
U00403,30,2,<3L,mobile,social_media,PLT_14,2025-05-12,0,1,fd_view,3
U00404,54,3,3-7L,desktop,social_media,PLT_14,2024-10-08,0,1,fd_view,3
U00405,22,2,>15L,mobile,partner_referral,PLT_14,2025-03-22,0,1,fd_view,1
U00406,70,3,<3L,mobile,partner_referral,PLT_09,2024-08-07,0,2,details,1
U00407,50,2,>15L,mobile,partner_referral,PLT_04,2025-03-18,1,4,deposit,1
U00408,40,1,<3L,desktop,partner_referral,PLT_04,2025-04-24,0,2,details,1
U00409,37,3,7-15L,desktop,partner_referral,PLT_15,2025-05-14,0,1,fd_view,1
U00410,41,1,3-7L,mobile,direct,PLT_15,2025-05-31,0,2,details,1
U00411,44,2,>15L,mobile,social_media,PLT_02,2025-03-02,1,4,deposit,2
U00412,45,3,3-7L,tablet,social_media,PLT_14,2025-05-19,0,2,details,1
U00413,44,3,3-7L,mobile,direct,PLT_10,2025-04-03,0,0,landing,1
U00414,39,2,<3L,mobile,google_ads,PLT_01,2025-02-15,0,2,details,1
U00415,35,2,<3L,mobile,organic,PLT_10,2025-04-24,0,2,details,3
U00416,36,2,>15L,mobile,google_ads,PLT_13,2025-05-09,0,3,kyc,2
U00417,35,1,3-7L,mobile,partner_referral,PLT_04,2024-12-05,0,0,landing,2
U00418,51,2,3-7L,tablet,social_media,PLT_10,2024-06-14,0,2,details,1
U00419,45,2,7-15L,desktop,google_ads,PLT_10,2025-05-20,0,2,details,1
U00420,22,3,3-7L,mobile,partner_referral,PLT_11,2025-05-12,0,3,kyc,2
U00421,45,3,>15L,tablet,partner_referral,PLT_08,2024-06-01,0,1,fd_view,3
U00422,40,3,7-15L,mobile,organic,PLT_02,2025-05-28,0,0,landing,1
U00423,37,1,3-7L,mobile,partner_referral,PLT_13,2024-06-01,0,1,fd_view,1
U00424,33,2,>15L,desktop,social_media,PLT_12,2025-05-31,0,2,details,2
U00425,51,1,<3L,desktop,organic,PLT_11,2024-09-26,0,2,details,3
U00426,49,2,3-7L,mobile,partner_referral,PLT_08,2025-04-18,1,4,deposit,1
U00427,28,2,3-7L,mobile,partner_referral,PLT_01,2024-07-02,0,1,fd_view,1
U00428,42,3,<3L,desktop,organic,PLT_15,2025-04-17,0,1,fd_view,1
U00429,26,2,7-15L,desktop,organic,PLT_01,2025-01-25,1,4,deposit,1
U00430,22,1,>15L,desktop,direct,PLT_04,2025-05-22,0,3,kyc,2
U00431,30,1,3-7L,mobile,google_ads,PLT_07,2025-04-29,1,4,deposit,1
U00432,48,3,3-7L,mobile,google_ads,PLT_09,2024-12-05,0,2,details,2
U00433,49,2,>15L,mobile,organic,PLT_05,2025-03-03,0,1,fd_view,1
U00434,44,1,3-7L,mobile,social_media,PLT_02,2024-07-21,0,0,landing,1
U00435,46,1,3-7L,tablet,partner_referral,PLT_12,2025-03-26,1,4,deposit,1
U00436,44,3,3-7L,mobile,partner_referral,PLT_07,2024-09-30,1,4,deposit,3
U00437,30,1,>15L,mobile,organic,PLT_11,2025-03-22,0,3,kyc,3
U00438,43,3,3-7L,desktop,direct,PLT_02,2024-06-01,1,4,deposit,2
U00439,47,3,7-15L,mobile,google_ads,PLT_09,2024-06-01,0,3,kyc,2
U00440,47,1,7-15L,mobile,google_ads,PLT_09,2025-04-15,1,4,deposit,1
U00441,52,1,3-7L,desktop,google_ads,PLT_03,2024-09-14,0,1,fd_view,2
U00442,46,3,3-7L,desktop,google_ads,PLT_13,2024-10-19,0,1,fd_view,1
U00443,42,2,7-15L,desktop,direct,PLT_08,2025-05-04,0,2,details,1
U00444,50,2,3-7L,mobile,direct,PLT_11,2025-02-04,0,0,landing,1
U00445,37,3,7-15L,desktop,google_ads,PLT_04,2025-05-23,0,3,kyc,3
U00446,27,3,>15L,desktop,direct,PLT_03,2024-10-27,0,1,fd_view,1
U00447,36,3,7-15L,mobile,social_media,PLT_01,2025-05-09,0,2,details,1
U00448,29,3,7-15L,mobile,direct,PLT_05,2025-05-24,0,3,kyc,2
U00449,29,2,7-15L,desktop,google_ads,PLT_13,2025-04-01,0,3,kyc,1
U00450,36,1,7-15L,mobile,partner_referral,PLT_14,2025-02-18,0,0,landing,1
U00451,28,3,3-7L,desktop,google_ads,PLT_11,2024-10-13,1,4,deposit,3
U00452,34,2,<3L,mobile,social_media,PLT_04,2024-06-01,0,2,details,2
U00453,22,2,3-7L,mobile,organic,PLT_01,2025-03-24,0,3,kyc,2
U00454,40,3,7-15L,mobile,partner_referral,PLT_10,2025-05-25,0,3,kyc,1
U00455,38,1,3-7L,desktop,google_ads,PLT_08,2024-12-18,1,4,deposit,2
U00456,28,2,7-15L,mobile,google_ads,PLT_08,2025-02-22,0,1,fd_view,1
U00457,45,1,3-7L,mobile,partner_referral,PLT_13,2025-03-22,0,2,details,2
U00458,49,2,7-15L,desktop,direct,PLT_08,2025-04-18,0,0,landing,1
U00459,22,1,<3L,desktop,partner_referral,PLT_03,2025-03-10,0,2,details,1
U00460,28,1,7-15L,tablet,direct,PLT_06,2025-04-13,0,1,fd_view,1
U00461,28,1,3-7L,mobile,google_ads,PLT_12,2024-12-14,0,2,details,2
U00462,26,2,<3L,mobile,partner_referral,PLT_12,2025-02-27,0,2,details,1
U00463,47,3,3-7L,tablet,google_ads,PLT_07,2024-09-23,0,2,details,3
U00464,35,2,7-15L,desktop,organic,PLT_09,2025-02-27,0,0,landing,1
U00465,34,3,3-7L,mobile,partner_referral,PLT_05,2025-04-30,0,2,details,1
U00466,22,2,<3L,mobile,social_media,PLT_09,2024-10-16,1,4,deposit,1
U00467,45,1,>15L,desktop,partner_referral,PLT_06,2025-02-24,0,1,fd_view,1
U00468,23,3,7-15L,mobile,social_media,PLT_10,2025-05-05,0,1,fd_view,1
U00469,38,1,>15L,desktop,partner_referral,PLT_10,2025-02-04,1,4,deposit,1
U00470,41,3,3-7L,mobile,organic,PLT_10,2025-04-09,0,1,fd_view,2
U00471,54,1,3-7L,mobile,organic,PLT_04,2024-10-21,0,0,landing,1
U00472,22,3,>15L,desktop,partner_referral,PLT_13,2025-03-21,0,2,details,1
U00473,22,1,3-7L,mobile,google_ads,PLT_01,2024-12-28,0,2,details,1
U00474,40,3,7-15L,mobile,organic,PLT_01,2025-05-20,0,2,details,1
U00475,59,2,3-7L,mobile,google_ads,PLT_14,2025-04-02,0,2,details,3
U00476,52,3,3-7L,mobile,partner_referral,PLT_10,2024-06-01,0,3,kyc,2
U00477,40,1,<3L,desktop,google_ads,PLT_05,2024-11-15,1,4,deposit,1
U00478,32,2,<3L,desktop,social_media,PLT_13,2025-05-12,1,4,deposit,2
U00479,47,3,<3L,desktop,partner_referral,PLT_14,2025-04-23,0,2,details,2
U00480,26,2,<3L,mobile,google_ads,PLT_03,2025-04-14,0,1,fd_view,1
U00481,43,2,>15L,mobile,social_media,PLT_05,2025-01-26,0,2,details,1
U00482,44,2,<3L,mobile,partner_referral,PLT_05,2024-12-14,0,1,fd_view,1
U00483,50,2,7-15L,tablet,partner_referral,PLT_01,2024-12-17,1,4,deposit,3
U00484,70,2,7-15L,desktop,partner_referral,PLT_14,2025-03-08,0,1,fd_view,1
U00485,42,2,3-7L,desktop,organic,PLT_08,2024-11-14,1,4,deposit,1
U00486,31,3,<3L,mobile,social_media,PLT_05,2025-03-25,1,4,deposit,1
U00487,37,1,7-15L,mobile,google_ads,PLT_05,2025-05-17,1,4,deposit,1
U00488,22,1,7-15L,mobile,direct,PLT_09,2025-02-22,0,0,landing,3
U00489,29,3,7-15L,mobile,social_media,PLT_08,2024-06-01,0,3,kyc,2
U00490,33,3,7-15L,mobile,partner_referral,PLT_13,2024-11-24,0,3,kyc,1
U00491,31,2,>15L,tablet,google_ads,PLT_01,2025-02-18,0,1,fd_view,1
U00492,39,2,3-7L,mobile,google_ads,PLT_03,2025-01-28,0,2,details,1
U00493,28,1,3-7L,mobile,google_ads,PLT_12,2024-07-16,0,1,fd_view,1
U00494,51,1,7-15L,mobile,google_ads,PLT_07,2025-03-26,0,3,kyc,1
U00495,38,2,<3L,tablet,google_ads,PLT_01,2025-04-14,0,0,landing,1
U00496,37,2,>15L,desktop,partner_referral,PLT_01,2024-06-01,1,4,deposit,2
U00497,34,2,<3L,desktop,organic,PLT_05,2024-10-06,0,1,fd_view,1
U00498,39,1,3-7L,tablet,direct,PLT_09,2025-04-16,1,4,deposit,3
U00499,47,3,7-15L,mobile,organic,PLT_06,2025-03-19,0,2,details,1
U00500,27,3,3-7L,desktop,direct,PLT_10,2025-03-29,0,2,details,3
U00501,30,2,3-7L,mobile,direct,PLT_02,2025-05-13,0,0,landing,1
U00502,34,2,3-7L,mobile,partner_referral,PLT_11,2024-06-01,0,1,fd_view,1
U00503,22,2,>15L,desktop,social_media,PLT_09,2025-03-31,1,4,deposit,3
U00504,28,3,3-7L,desktop,google_ads,PLT_06,2024-09-25,0,1,fd_view,1
U00505,32,2,>15L,mobile,partner_referral,PLT_05,2025-05-07,1,4,deposit,3
U00506,48,1,<3L,mobile,google_ads,PLT_05,2025-02-26,0,2,details,1
U00507,41,3,7-15L,mobile,google_ads,PLT_15,2025-05-30,0,1,fd_view,1
U00508,40,3,7-15L,mobile,partner_referral,PLT_12,2024-12-10,0,2,details,1
U00509,48,3,<3L,mobile,google_ads,PLT_03,2025-02-17,0,2,details,1
U00510,36,3,3-7L,mobile,partner_referral,PLT_14,2025-02-04,0,2,details,1
U00511,42,2,<3L,mobile,google_ads,PLT_06,2025-05-26,1,4,deposit,1
U00512,36,2,7-15L,desktop,google_ads,PLT_15,2025-05-04,1,4,deposit,3
U00513,41,3,3-7L,mobile,organic,PLT_15,2025-05-23,0,2,details,3
U00514,31,3,7-15L,mobile,organic,PLT_13,2025-04-22,0,0,landing,1
U00515,22,1,<3L,mobile,google_ads,PLT_04,2025-02-03,1,4,deposit,1
U00516,36,1,<3L,desktop,organic,PLT_13,2025-02-21,0,3,kyc,3
U00517,55,2,<3L,mobile,organic,PLT_12,2025-02-08,0,0,landing,1
U00518,49,3,3-7L,mobile,social_media,PLT_10,2025-02-26,0,3,kyc,1
U00519,49,3,3-7L,mobile,organic,PLT_14,2025-04-24,0,1,fd_view,1
U00520,52,1,>15L,desktop,social_media,PLT_15,2025-04-29,0,0,landing,1
U00521,39,2,7-15L,desktop,google_ads,PLT_02,2025-05-15,1,4,deposit,1
U00522,40,2,3-7L,desktop,direct,PLT_13,2024-10-18,0,0,landing,1
U00523,30,3,>15L,tablet,google_ads,PLT_03,2025-02-06,1,4,deposit,2
U00524,34,3,7-15L,desktop,google_ads,PLT_09,2025-05-08,1,4,deposit,1
U00525,45,3,>15L,desktop,partner_referral,PLT_11,2025-05-09,1,4,deposit,2
U00526,52,2,3-7L,mobile,google_ads,PLT_11,2024-09-27,0,3,kyc,1
U00527,36,2,3-7L,mobile,partner_referral,PLT_09,2024-12-21,0,1,fd_view,2
U00528,32,1,<3L,tablet,organic,PLT_06,2025-01-23,1,4,deposit,1
U00529,38,1,7-15L,mobile,direct,PLT_10,2025-03-31,0,1,fd_view,2
U00530,45,3,<3L,mobile,google_ads,PLT_10,2025-04-26,0,2,details,1
U00531,22,3,3-7L,desktop,google_ads,PLT_14,2024-06-01,0,1,fd_view,1
U00532,22,3,3-7L,mobile,social_media,PLT_09,2024-11-22,0,0,landing,1
U00533,31,3,3-7L,desktop,google_ads,PLT_04,2025-04-19,0,0,landing,1
U00534,23,2,7-15L,desktop,social_media,PLT_11,2024-10-19,0,3,kyc,3
U00535,31,3,<3L,mobile,google_ads,PLT_05,2024-12-13,0,3,kyc,1
U00536,36,3,3-7L,desktop,social_media,PLT_10,2025-04-20,0,0,landing,1
U00537,32,3,7-15L,mobile,organic,PLT_06,2025-03-27,0,0,landing,1
U00538,55,1,>15L,mobile,social_media,PLT_13,2025-05-08,1,4,deposit,2
U00539,41,2,7-15L,mobile,social_media,PLT_15,2025-05-18,0,0,landing,1
U00540,41,1,>15L,desktop,google_ads,PLT_09,2024-12-30,0,2,details,1
U00541,45,3,7-15L,desktop,organic,PLT_13,2025-04-25,0,1,fd_view,1
U00542,24,2,3-7L,mobile,google_ads,PLT_05,2024-11-08,0,2,details,1
U00543,50,1,<3L,desktop,direct,PLT_08,2024-06-01,0,1,fd_view,1
U00544,37,2,7-15L,mobile,google_ads,PLT_11,2025-05-23,0,3,kyc,1
U00545,46,2,7-15L,tablet,google_ads,PLT_01,2025-03-17,1,4,deposit,1
U00546,25,2,7-15L,mobile,organic,PLT_05,2024-11-19,0,0,landing,1
U00547,22,1,3-7L,desktop,google_ads,PLT_10,2024-11-27,0,0,landing,1
U00548,47,2,3-7L,mobile,partner_referral,PLT_01,2024-12-12,0,0,landing,1
U00549,42,2,3-7L,mobile,direct,PLT_10,2025-04-11,0,1,fd_view,1
U00550,27,3,3-7L,mobile,partner_referral,PLT_14,2025-03-21,0,0,landing,1
U00551,27,2,<3L,desktop,social_media,PLT_06,2025-02-13,0,0,landing,1
U00552,51,3,7-15L,mobile,partner_referral,PLT_07,2024-06-01,0,1,fd_view,1
U00553,23,2,<3L,tablet,organic,PLT_12,2025-04-15,0,2,details,2
U00554,57,2,<3L,mobile,google_ads,PLT_14,2024-07-29,0,3,kyc,1
U00555,27,3,3-7L,mobile,partner_referral,PLT_05,2025-04-25,0,2,details,3
U00556,45,2,7-15L,mobile,direct,PLT_01,2024-06-01,0,1,fd_view,1
U00557,34,1,3-7L,desktop,direct,PLT_06,2025-01-19,1,4,deposit,3
U00558,45,1,3-7L,mobile,google_ads,PLT_10,2025-03-19,1,4,deposit,2
U00559,31,3,3-7L,desktop,google_ads,PLT_05,2025-02-07,0,0,landing,1
U00560,36,2,3-7L,tablet,google_ads,PLT_06,2025-04-24,0,0,landing,1
U00561,38,3,>15L,tablet,direct,PLT_11,2025-04-24,0,3,kyc,1
U00562,25,1,>15L,mobile,direct,PLT_10,2025-05-18,0,1,fd_view,2
U00563,46,1,3-7L,desktop,social_media,PLT_15,2025-05-18,0,3,kyc,1
U00564,31,1,3-7L,desktop,google_ads,PLT_07,2025-04-11,0,1,fd_view,1
U00565,35,2,7-15L,mobile,partner_referral,PLT_07,2024-12-11,0,2,details,3
U00566,26,2,<3L,desktop,google_ads,PLT_02,2025-02-09,1,4,deposit,3
U00567,22,2,3-7L,mobile,google_ads,PLT_15,2025-05-20,0,2,details,2
U00568,35,2,3-7L,mobile,partner_referral,PLT_12,2024-10-15,0,1,fd_view,1
U00569,66,3,>15L,mobile,organic,PLT_03,2025-02-11,1,4,deposit,3
U00570,47,2,<3L,mobile,organic,PLT_12,2024-06-01,0,1,fd_view,1
U00571,37,2,3-7L,mobile,direct,PLT_06,2025-01-19,0,2,details,1
U00572,34,3,7-15L,mobile,social_media,PLT_03,2025-05-09,0,1,fd_view,1
U00573,38,2,3-7L,desktop,google_ads,PLT_02,2025-03-16,0,1,fd_view,1
U00574,44,2,<3L,mobile,partner_referral,PLT_04,2025-01-27,0,3,kyc,1
U00575,23,3,>15L,mobile,google_ads,PLT_05,2025-05-29,0,2,details,1
U00576,51,3,3-7L,mobile,social_media,PLT_11,2025-05-31,1,4,deposit,3
U00577,46,1,7-15L,desktop,social_media,PLT_10,2025-05-16,0,1,fd_view,1
U00578,46,3,<3L,desktop,social_media,PLT_09,2025-04-28,0,1,fd_view,1
U00579,43,2,3-7L,desktop,social_media,PLT_03,2025-03-26,0,2,details,1
U00580,38,1,3-7L,desktop,google_ads,PLT_03,2025-03-13,1,4,deposit,2
U00581,46,2,<3L,mobile,google_ads,PLT_06,2025-05-15,0,2,details,1
U00582,45,3,<3L,desktop,google_ads,PLT_05,2025-01-18,0,2,details,2
U00583,33,2,7-15L,mobile,google_ads,PLT_06,2025-02-13,1,4,deposit,1
U00584,31,2,<3L,mobile,social_media,PLT_07,2025-04-21,0,3,kyc,1
U00585,39,2,<3L,desktop,google_ads,PLT_11,2025-05-31,0,2,details,1
U00586,56,1,3-7L,mobile,organic,PLT_03,2025-05-23,0,2,details,2
U00587,23,1,7-15L,desktop,google_ads,PLT_15,2025-04-03,0,3,kyc,3
U00588,22,1,<3L,desktop,direct,PLT_13,2025-05-12,1,4,deposit,1
U00589,39,1,3-7L,mobile,google_ads,PLT_05,2025-04-06,0,1,fd_view,1
U00590,38,1,<3L,mobile,partner_referral,PLT_08,2025-02-03,1,4,deposit,3
U00591,40,1,<3L,mobile,google_ads,PLT_04,2025-02-26,0,1,fd_view,1
U00592,40,2,<3L,tablet,organic,PLT_10,2025-05-01,0,1,fd_view,1
U00593,35,1,7-15L,desktop,google_ads,PLT_02,2025-04-12,1,4,deposit,3
U00594,55,2,<3L,mobile,social_media,PLT_04,2025-02-07,0,3,kyc,1
U00595,22,3,<3L,mobile,partner_referral,PLT_02,2024-10-08,0,0,landing,1
U00596,28,2,3-7L,desktop,direct,PLT_03,2024-12-16,0,3,kyc,2
U00597,36,2,7-15L,desktop,google_ads,PLT_04,2025-02-25,0,0,landing,1
U00598,22,1,3-7L,mobile,organic,PLT_04,2025-04-09,0,0,landing,1
U00599,35,1,3-7L,mobile,direct,PLT_10,2025-04-08,0,2,details,1
U00600,57,1,<3L,desktop,google_ads,PLT_09,2024-09-21,1,4,deposit,1
U00601,38,1,3-7L,mobile,partner_referral,PLT_10,2025-05-28,0,3,kyc,2
U00602,40,1,3-7L,mobile,social_media,PLT_06,2024-06-01,1,4,deposit,1
U00603,22,1,3-7L,tablet,google_ads,PLT_09,2025-01-21,0,3,kyc,2
U00604,30,1,3-7L,desktop,social_media,PLT_04,2025-01-15,0,3,kyc,1
U00605,33,1,3-7L,mobile,organic,PLT_09,2025-05-28,0,1,fd_view,1
U00606,34,2,<3L,mobile,google_ads,PLT_11,2025-02-10,0,2,details,3
U00607,53,1,3-7L,mobile,organic,PLT_13,2025-03-14,0,3,kyc,1
U00608,44,2,<3L,mobile,social_media,PLT_09,2025-05-19,0,2,details,1
U00609,24,2,7-15L,desktop,google_ads,PLT_06,2025-04-23,0,1,fd_view,1
U00610,40,2,>15L,mobile,social_media,PLT_05,2024-09-09,0,2,details,1
U00611,43,1,>15L,desktop,direct,PLT_03,2025-02-26,0,1,fd_view,1
U00612,51,3,>15L,tablet,partner_referral,PLT_14,2025-03-29,0,1,fd_view,2
U00613,56,2,7-15L,mobile,partner_referral,PLT_15,2025-05-23,0,2,details,2
U00614,25,1,7-15L,mobile,google_ads,PLT_05,2025-01-02,0,0,landing,1
U00615,28,3,3-7L,mobile,google_ads,PLT_15,2025-01-07,1,4,deposit,3
U00616,22,3,7-15L,tablet,google_ads,PLT_03,2025-02-07,1,4,deposit,2
U00617,35,1,3-7L,desktop,partner_referral,PLT_05,2025-03-08,0,1,fd_view,1
U00618,43,1,3-7L,mobile,direct,PLT_05,2025-03-25,0,2,details,2
U00619,49,3,7-15L,desktop,direct,PLT_02,2025-02-14,0,1,fd_view,2
U00620,37,3,3-7L,desktop,direct,PLT_14,2025-05-01,0,3,kyc,1
U00621,34,1,3-7L,tablet,direct,PLT_14,2024-06-26,0,2,details,1
U00622,39,1,>15L,mobile,google_ads,PLT_09,2025-02-15,0,0,landing,1
U00623,27,2,<3L,mobile,social_media,PLT_15,2025-04-18,1,4,deposit,1
U00624,63,2,3-7L,desktop,direct,PLT_07,2025-03-22,0,1,fd_view,1
U00625,22,2,>15L,mobile,google_ads,PLT_14,2024-11-17,1,4,deposit,2
U00626,40,2,7-15L,mobile,direct,PLT_06,2025-05-11,0,3,kyc,1
U00627,62,2,3-7L,mobile,google_ads,PLT_05,2025-04-21,0,1,fd_view,1
U00628,38,3,<3L,mobile,partner_referral,PLT_15,2025-01-16,0,0,landing,1
U00629,35,1,3-7L,mobile,social_media,PLT_04,2025-04-17,0,0,landing,1
U00630,33,1,>15L,tablet,direct,PLT_08,2024-11-25,1,4,deposit,2
U00631,35,3,3-7L,mobile,google_ads,PLT_02,2025-05-16,0,1,fd_view,1
U00632,54,3,3-7L,mobile,social_media,PLT_08,2024-12-11,0,1,fd_view,1
U00633,22,2,<3L,desktop,partner_referral,PLT_01,2025-05-24,0,1,fd_view,2
U00634,56,2,<3L,mobile,google_ads,PLT_10,2025-05-31,0,3,kyc,2
U00635,22,1,>15L,mobile,social_media,PLT_01,2024-08-31,0,0,landing,1
U00636,34,2,3-7L,desktop,partner_referral,PLT_03,2025-02-17,0,2,details,1
U00637,32,2,7-15L,desktop,social_media,PLT_05,2025-04-10,0,3,kyc,2
