user_id,timestamp,stage,attempt_number,time_on_stage_seconds,page_scroll_depth,device_type,hour_of_day,is_weekday,referral_source
U00587,2025-07-15 04:44:00,landing,3,12,29.7,desktop,4,1,google_ads
U00587,2025-07-15 04:44:24,fd_view,3,37,35.7,mobile,4,1,google_ads
U00588,2025-07-10 05:55:00,landing,1,39,59.6,desktop,5,1,direct
U00588,2025-07-10 05:55:15,fd_view,1,24,93.5,desktop,5,1,direct
U00588,2025-07-10 05:55:36,details,1,100,70.3,desktop,5,1,direct
U00588,2025-07-10 05:56:00,kyc,1,144,80.4,desktop,5,1,direct
U00588,2025-07-10 05:56:02,deposit,1,98,40.9,desktop,5,1,direct
U00589,2025-07-27 06:02:00,landing,1,12,19.0,mobile,6,0,google_ads
U00589,2025-07-27 06:02:18,fd_view,1,3,45.3,mobile,6,0,google_ads
U00590,2025-07-27 20:18:00,landing,1,23,81.5,mobile,20,0,partner_referral
U00590,2025-07-27 20:18:05,fd_view,1,33,86.8,mobile,20,0,partner_referral
U00590,2025-07-27 20:18:35,details,1,133,80.5,mobile,20,0,partner_referral
U00590,2025-07-27 20:19:08,kyc,1,107,82.4,mobile,20,0,partner_referral
U00590,2025-07-27 20:19:14,deposit,1,11,29.4,mobile,20,0,partner_referral
U00590,2025-07-29 18:18:00,landing,2,15,40.4,mobile,18,1,partner_referral
U00590,2025-07-29 18:18:17,fd_view,2,9,51.6,mobile,18,1,partner_referral
U00590,2025-07-29 18:18:39,details,2,145,43.9,mobile,18,1,partner_referral
U00590,2025-07-29 18:18:55,kyc,2,395,20.3,mobile,18,1,partner_referral
U00590,2025-07-31 19:18:00,landing,3,31,11.9,desktop,19,1,partner_referral
U00590,2025-07-31 19:18:13,fd_view,3,34,37.8,mobile,19,1,partner_referral
U00590,2025-07-31 19:18:41,details,3,87,65.7,mobile,19,1,partner_referral
U00590,2025-07-31 19:19:07,kyc,3,239,30.2,mobile,19,1,partner_referral
U00591,2025-07-03 03:23:00,landing,1,5,33.3,mobile,3,1,google_ads
U00591,2025-07-03 03:23:28,fd_view,1,35,89.4,mobile,3,1,google_ads
U00592,2025-07-13 04:31:00,landing,1,5,39.8,tablet,4,0,organic
U00592,2025-07-13 04:31:05,fd_view,1,51,67.7,tablet,4,0,organic
U00593,2025-07-21 19:12:00,landing,1,35,15.4,desktop,19,1,google_ads
U00593,2025-07-21 19:12:24,fd_view,1,20,42.0,desktop,19,1,google_ads
U00593,2025-07-21 19:12:31,details,1,62,12.8,desktop,19,1,google_ads
U00593,2025-07-21 19:12:44,kyc,1,46,49.5,desktop,19,1,google_ads
U00593,2025-07-21 19:12:39,deposit,1,60,61.9,desktop,19,1,google_ads
U00593,2025-07-23 19:12:00,landing,2,14,32.3,desktop,19,1,google_ads
U00593,2025-07-23 19:12:16,fd_view,2,70,37.5,desktop,19,1,google_ads
U00593,2025-07-23 19:12:37,details,2,169,33.6,desktop,19,1,google_ads
U00593,2025-07-23 19:12:58,kyc,2,120,91.7,desktop,19,1,google_ads
U00593,2025-07-29 21:12:00,landing,3,29,52.5,desktop,21,1,google_ads
U00593,2025-07-29 21:12:22,fd_view,3,105,64.6,desktop,21,1,google_ads
U00594,2025-07-30 18:33:00,landing,1,57,45.5,mobile,18,1,social_media
U00594,2025-07-30 18:33:19,fd_view,1,68,87.0,mobile,18,1,social_media
U00594,2025-07-30 18:33:37,details,1,3,66.1,mobile,18,1,social_media
U00594,2025-07-30 18:33:56,kyc,1,9,32.6,mobile,18,1,social_media
U00595,2025-07-28 08:43:00,landing,1,46,37.0,mobile,8,1,partner_referral
U00596,2025-07-05 04:47:00,landing,1,6,28.9,desktop,4,0,direct
U00596,2025-07-05 04:47:27,fd_view,1,67,46.2,desktop,4,0,direct
U00596,2025-07-05 04:47:47,details,1,77,58.6,desktop,4,0,direct
U00596,2025-07-05 04:47:52,kyc,1,11,43.5,desktop,4,0,direct
U00596,2025-07-08 02:47:00,landing,2,5,5.0,desktop,2,1,direct
U00596,2025-07-08 02:47:16,fd_view,2,25,39.9,desktop,2,1,direct
U00597,2025-07-08 04:29:00,landing,1,29,20.4,desktop,4,1,google_ads
U00598,2025-07-09 04:55:00,landing,1,33,10.0,mobile,4,1,organic
U00599,2025-07-18 05:21:00,landing,1,29,65.0,mobile,5,1,direct
U00599,2025-07-18 05:21:18,fd_view,1,5,50.3,mobile,5,1,direct
U00599,2025-07-18 05:21:31,details,1,331,61.9,mobile,5,1,direct
U00600,2025-07-06 21:26:00,landing,1,39,33.8,desktop,21,0,google_ads
U00600,2025-07-06 21:26:26,fd_view,1,3,38.3,desktop,21,0,google_ads
U00600,2025-07-06 21:26:26,details,1,316,51.1,desktop,21,0,google_ads
U00600,2025-07-06 21:26:33,kyc,1,71,79.7,desktop,21,0,google_ads
U00600,2025-07-06 21:27:00,deposit,1,108,80.0,desktop,21,0,google_ads
U00601,2025-07-17 03:17:00,landing,1,16,17.6,mobile,3,1,partner_referral
U00601,2025-07-17 03:17:15,fd_view,1,29,59.9,mobile,3,1,partner_referral
U00601,2025-07-21 03:17:00,landing,2,40,77.3,mobile,3,1,partner_referral
U00601,2025-07-21 03:17:07,fd_view,2,52,28.3,desktop,3,1,partner_referral
U00601,2025-07-21 03:17:28,details,2,46,97.3,mobile,3,1,partner_referral
U00601,2025-07-21 03:17:38,kyc,2,6,76.7,mobile,3,1,partner_referral
U00602,2025-07-13 23:04:00,landing,1,77,71.2,mobile,23,0,social_media
U00602,2025-07-13 23:04:26,fd_view,1,10,59.7,mobile,23,0,social_media
U00602,2025-07-13 23:04:29,details,1,53,23.0,mobile,23,0,social_media
U00602,2025-07-13 23:04:49,kyc,1,324,41.8,mobile,23,0,social_media
U00602,2025-07-13 23:05:21,deposit,1,11,90.6,mobile,23,0,social_media
U00603,2025-07-04 18:15:00,landing,1,58,28.1,tablet,18,1,google_ads
U00603,2025-07-07 20:15:00,landing,2,12,41.2,tablet,20,1,google_ads
U00603,2025-07-07 20:15:27,fd_view,2,48,73.6,tablet,20,1,google_ads
U00603,2025-07-07 20:15:23,details,2,60,52.5,tablet,20,1,google_ads
U00603,2025-07-07 20:15:34,kyc,2,79,30.7,tablet,20,1,google_ads
U00604,2025-07-02 17:28:00,landing,1,9,67.0,desktop,17,1,social_media
U00604,2025-07-02 17:28:23,fd_view,1,50,39.0,desktop,17,1,social_media
U00604,2025-07-02 17:28:27,details,1,17,42.3,desktop,17,1,social_media
U00604,2025-07-02 17:28:58,kyc,1,75,75.3,desktop,17,1,social_media
U00605,2025-07-14 19:00:00,landing,1,18,37.3,mobile,19,1,organic
U00605,2025-07-14 19:00:18,fd_view,1,78,50.8,mobile,19,1,organic
U00606,2025-07-14 06:05:00,landing,1,19,50.8,mobile,6,1,google_ads
U00606,2025-07-14 06:05:25,fd_view,1,29,82.7,mobile,6,1,google_ads
U00606,2025-07-17 05:05:00,landing,2,41,22.2,mobile,5,1,google_ads
U00606,2025-07-17 05:05:12,fd_view,2,86,49.6,mobile,5,1,google_ads
U00606,2025-07-17 05:05:34,details,2,18,50.7,mobile,5,1,google_ads
U00606,2025-07-22 07:05:00,landing,3,5,53.4,mobile,7,1,google_ads
U00606,2025-07-22 07:05:18,fd_view,3,43,60.3,mobile,7,1,google_ads
U00607,2025-07-15 05:39:00,landing,1,8,26.1,mobile,5,1,organic
U00607,2025-07-15 05:39:12,fd_view,1,13,67.0,mobile,5,1,organic
U00607,2025-07-15 05:39:46,details,1,13,80.2,mobile,5,1,organic
U00607,2025-07-15 05:39:41,kyc,1,113,61.2,mobile,5,1,organic
U00608,2025-07-09 01:51:00,landing,1,48,31.1,mobile,1,1,social_media
U00608,2025-07-09 01:51:05,fd_view,1,35,91.5,mobile,1,1,social_media
U00608,2025-07-09 01:51:56,details,1,219,73.8,mobile,1,1,social_media
U00609,2025-07-27 07:23:00,landing,1,8,41.4,desktop,7,0,google_ads
U00609,2025-07-27 07:23:12,fd_view,1,3,28.4,desktop,7,0,google_ads
U00610,2025-07-01 22:58:00,landing,1,5,47.9,mobile,22,1,social_media
U00610,2025-07-01 22:58:19,fd_view,1,27,25.7,mobile,22,1,social_media
U00610,2025-07-01 22:58:37,details,1,63,31.8,mobile,22,1,social_media
U00611,2025-07-19 20:44:00,landing,1,12,20.6,desktop,20,0,direct
U00611,2025-07-19 20:44:12,fd_view,1,3,48.0,desktop,20,0,direct
U00612,2025-07-12 17:30:00,landing,1,38,55.7,tablet,17,0,partner_referral
U00612,2025-07-16 19:30:00,landing,2,5,52.2,tablet,19,1,partner_referral
U00612,2025-07-16 19:30:16,fd_view,2,62,30.8,tablet,19,1,partner_referral
U00613,2025-07-17 21:16:00,landing,1,5,18.6,mobile,21,1,partner_referral
U00613,2025-07-17 21:16:09,fd_view,1,28,85.4,mobile,21,1,partner_referral
U00613,2025-07-17 21:16:22,details,1,91,68.2,mobile,21,1,partner_referral
U00613,2025-07-18 21:16:00,landing,2,5,17.7,mobile,21,1,partner_referral
U00613,2025-07-18 21:16:05,fd_view,2,60,93.4,mobile,21,1,partner_referral
U00613,2025-07-18 21:16:36,details,2,20,72.0,desktop,21,1,partner_referral
U00614,2025-07-05 02:20:00,landing,1,19,48.6,mobile,2,0,google_ads
U00615,2025-07-15 20:12:00,landing,1,24,59.0,mobile,20,1,google_ads
U00615,2025-07-15 20:12:09,fd_view,1,6,45.8,mobile,20,1,google_ads
U00615,2025-07-15 20:12:20,details,1,175,74.3,mobile,20,1,google_ads
U00615,2025-07-15 20:13:04,kyc,1,17,59.9,mobile,20,1,google_ads
U00615,2025-07-15 20:13:30,deposit,1,10,80.5,mobile,20,1,google_ads
U00615,2025-07-18 21:12:00,landing,2,11,26.1,mobile,21,1,google_ads
U00615,2025-07-18 21:12:27,fd_view,2,35,55.4,mobile,21,1,google_ads
U00615,2025-07-18 21:12:21,details,2,15,89.6,mobile,21,1,google_ads
U00615,2025-07-18 21:12:36,kyc,2,3,75.4,mobile,21,1,google_ads
U00615,2025-07-18 21:13:26,deposit,2,196,44.3,tablet,21,1,google_ads
U00615,2025-07-19 22:12:00,landing,3,20,51.0,mobile,22,0,google_ads
U00616,2025-07-06 03:52:00,landing,1,7,66.9,tablet,3,0,google_ads
U00616,2025-07-07 03:52:00,landing,2,68,26.9,tablet,3,1,google_ads
U00616,2025-07-07 03:52:19,fd_view,2,76,39.5,tablet,3,1,google_ads
U00616,2025-07-07 03:52:25,details,2,65,64.2,tablet,3,1,google_ads
U00616,2025-07-07 03:52:47,kyc,2,563,75.3,tablet,3,1,google_ads
U00616,2025-07-07 03:53:11,deposit,2,28,59.4,tablet,3,1,google_ads
U00617,2025-07-21 04:26:00,landing,1,8,18.3,desktop,4,1,partner_referral
U00617,2025-07-21 04:26:28,fd_view,1,46,14.7,desktop,4,1,partner_referral
U00618,2025-07-09 21:37:00,landing,1,20,38.2,mobile,21,1,direct
U00618,2025-07-09 21:37:16,fd_view,1,15,47.4,mobile,21,1,direct
U00618,2025-07-09 21:37:37,details,1,151,69.7,mobile,21,1,direct
U00618,2025-07-13 22:37:00,landing,2,5,12.8,mobile,22,0,direct
U00619,2025-07-22 07:26:00,landing,1,5,43.9,desktop,7,1,direct
U00619,2025-07-22 07:26:26,fd_view,1,5,71.6,desktop,7,1,direct
U00619,2025-07-23 05:26:00,landing,2,36,22.9,desktop,5,1,direct
U00620,2025-07-23 23:30:00,landing,1,9,47.3,desktop,23,1,direct
U00620,2025-07-23 23:30:19,fd_view,1,22,33.5,desktop,23,1,direct
U00620,2025-07-23 23:30:15,details,1,158,43.5,desktop,23,1,direct
U00620,2025-07-23 23:30:45,kyc,1,65,47.0,desktop,23,1,direct
U00621,2025-07-29 04:46:00,landing,1,72,77.6,tablet,4,1,direct
U00621,2025-07-29 04:46:17,fd_view,1,93,83.6,tablet,4,1,direct
U00621,2025-07-29 04:46:39,details,1,22,80.1,tablet,4,1,direct
U00622,2025-07-01 19:57:00,landing,1,44,40.0,mobile,19,1,google_ads
U00623,2025-07-06 03:12:00,landing,1,97,17.4,mobile,3,0,social_media
U00623,2025-07-06 03:12:18,fd_view,1,48,71.3,mobile,3,0,social_media
U00623,2025-07-06 03:12:44,details,1,21,27.6,mobile,3,0,social_media
U00623,2025-07-06 03:12:53,kyc,1,83,88.7,mobile,3,0,social_media
U00623,2025-07-06 03:13:23,deposit,1,65,87.3,mobile,3,0,social_media
U00624,2025-07-19 20:48:00,landing,1,5,57.7,desktop,20,0,direct
U00624,2025-07-19 20:48:26,fd_view,1,37,88.2,desktop,20,0,direct
U00625,2025-07-27 03:45:00,landing,1,9,12.9,mobile,3,0,google_ads
U00625,2025-07-27 03:45:10,fd_view,1,8,73.7,mobile,3,0,google_ads
U00625,2025-07-29 03:45:00,landing,2,12,45.0,mobile,3,1,google_ads
U00625,2025-07-29 03:45:28,fd_view,2,19,87.9,mobile,3,1,google_ads
U00625,2025-07-29 03:45:41,details,2,14,65.3,tablet,3,1,google_ads
U00625,2025-07-29 03:45:42,kyc,2,293,87.3,mobile,3,1,google_ads
U00625,2025-07-29 03:46:04,deposit,2,109,51.2,mobile,3,1,google_ads
U00626,2025-07-29 19:21:00,landing,1,5,39.5,mobile,19,1,direct
U00626,2025-07-29 19:21:19,fd_view,1,46,36.2,mobile,19,1,direct
U00626,2025-07-29 19:21:49,details,1,27,46.7,mobile,19,1,direct
U00626,2025-07-29 19:21:59,kyc,1,318,80.5,mobile,19,1,direct
U00627,2025-07-22 18:21:00,landing,1,41,30.3,mobile,18,1,google_ads
U00627,2025-07-22 18:21:19,fd_view,1,23,32.4,mobile,18,1,google_ads
U00628,2025-07-23 20:51:00,landing,1,12,28.1,mobile,20,1,partner_referral
U00629,2025-07-22 06:16:00,landing,1,38,58.7,mobile,6,1,social_media
U00630,2025-07-10 04:22:00,landing,1,5,40.4,tablet,4,1,direct
U00630,2025-07-10 04:22:09,fd_view,1,67,37.9,tablet,4,1,direct
U00630,2025-07-10 04:22:27,details,1,33,45.2,tablet,4,1,direct
U00630,2025-07-10 04:22:40,kyc,1,57,44.8,tablet,4,1,direct
U00630,2025-07-10 04:23:42,deposit,1,57,57.7,tablet,4,1,direct
U00630,2025-07-13 04:22:00,landing,2,49,14.1,tablet,4,0,direct
U00631,2025-07-06 21:24:00,landing,1,84,76.5,mobile,21,0,google_ads
U00631,2025-07-06 21:24:27,fd_view,1,135,44.9,mobile,21,0,google_ads
U00632,2025-07-19 19:08:00,landing,1,5,20.1,mobile,19,0,social_media
U00632,2025-07-19 19:08:07,fd_view,1,14,75.8,mobile,19,0,social_media
U00633,2025-07-04 21:06:00,landing,1,24,35.4,desktop,21,1,partner_referral
U00633,2025-07-08 18:06:00,landing,2,48,41.4,desktop,18,1,partner_referral
U00633,2025-07-08 18:06:25,fd_view,2,4,45.0,desktop,18,1,partner_referral
U00634,2025-07-10 21:32:00,landing,1,5,66.3,mobile,21,1,google_ads
U00634,2025-07-10 21:32:28,fd_view,1,57,54.1,mobile,21,1,google_ads
U00634,2025-07-10 21:32:46,details,1,78,32.7,mobile,21,1,google_ads
U00634,2025-07-10 21:33:08,kyc,1,18,25.0,mobile,21,1,google_ads
U00634,2025-07-14 21:32:00,landing,2,47,16.7,mobile,21,1,google_ads
U00634,2025-07-14 21:32:07,fd_view,2,63,85.8,mobile,21,1,google_ads
U00635,2025-07-20 20:04:00,landing,1,13,41.2,mobile,20,0,social_media
U00636,2025-07-10 05:43:00,landing,1,13,33.2,desktop,5,1,partner_referral
U00636,2025-07-10 05:43:29,fd_view,1,30,62.1,desktop,5,1,partner_referral
U00636,2025-07-10 05:43:40,details,1,6,43.5,desktop,5,1,partner_referral
U00637,2025-07-24 02:19:00,landing,1,5,11.3,desktop,2,1,social_media
U00637,2025-07-24 02:19:08,fd_view,1,6,58.6,desktop,2,1,social_media
U00637,2025-07-24 02:19:38,details,1,204,42.8,desktop,2,1,social_media
U00637,2025-07-24 02:19:42,kyc,1,50,68.3,desktop,2,1,social_media
U00637,2025-07-26 05:19:00,landing,2,34,40.7,desktop,5,0,social_media
U00637,2025-07-26 05:19:24,fd_view,2,25,57.9,desktop,5,0,social_media
U00637,2025-07-26 05:19:38,details,2,92,68.4,desktop,5,0,social_media
U00637,2025-07-26 05:19:55,kyc,2,97,54.4,desktop,5,0,social_media
U00638,2025-07-19 23:09:00,landing,1,27,22.7,desktop,23,0,google_ads
U00638,2025-07-19 23:09:26,fd_view,1,115,49.1,desktop,23,0,google_ads
U00639,2025-07-21 05:35:00,landing,1,16,38.2,desktop,5,1,google_ads
U00639,2025-07-21 05:35:24,fd_view,1,3,55.7,desktop,5,1,google_ads
U00639,2025-07-21 05:35:56,details,1,149,71.2,desktop,5,1,google_ads
U00639,2025-07-21 05:36:07,kyc,1,297,54.9,desktop,5,1,google_ads
U00639,2025-07-21 05:36:22,deposit,1,139,29.9,desktop,5,1,google_ads
U00639,2025-07-24 03:35:00,landing,2,5,50.9,desktop,3,1,google_ads
U00639,2025-07-24 03:35:07,fd_view,2,18,27.8,mobile,3,1,google_ads
U00640,2025-07-04 18:26:00,landing,1,23,43.2,mobile,18,1,partner_referral
U00640,2025-07-04 18:26:21,fd_view,1,8,92.0,mobile,18,1,partner_referral
U00640,2025-07-04 18:26:24,details,1,65,47.5,mobile,18,1,partner_referral
U00640,2025-07-04 18:26:35,kyc,1,23,61.1,mobile,18,1,partner_referral
U00640,2025-07-08 19:26:00,landing,2,30,65.4,mobile,19,1,partner_referral
U00640,2025-07-08 19:26:19,fd_view,2,3,39.2,mobile,19,1,partner_referral
U00640,2025-07-08 19:26:18,details,2,135,76.4,mobile,19,1,partner_referral
U00640,2025-07-08 19:26:53,kyc,2,176,41.3,mobile,19,1,partner_referral
U00640,2025-07-06 19:26:00,landing,3,52,56.1,mobile,19,0,partner_referral
U00641,2025-07-12 06:04:00,landing,1,5,11.7,tablet,6,0,google_ads
U00642,2025-07-08 00:09:00,landing,1,5,29.8,mobile,0,1,organic
U00642,2025-07-11 23:09:00,landing,2,51,19.0,mobile,23,1,organic
U00642,2025-07-11 23:09:08,fd_view,2,12,59.8,mobile,23,1,organic
U00642,2025-07-11 23:09:18,details,2,48,37.8,mobile,23,1,organic
U00642,2025-07-11 23:09:44,kyc,2,5,20.7,mobile,23,1,organic
U00643,2025-07-26 18:38:00,landing,1,6,62.2,desktop,18,0,direct
U00644,2025-07-27 21:10:00,landing,1,22,11.6,mobile,21,0,partner_referral
U00644,2025-07-27 21:10:10,fd_view,1,35,48.4,mobile,21,0,partner_referral
U00644,2025-07-27 21:10:33,details,1,157,61.8,mobile,21,0,partner_referral
U00644,2025-07-27 21:10:46,kyc,1,97,34.0,mobile,21,0,partner_referral
U00644,2025-07-27 21:11:34,deposit,1,85,71.5,mobile,21,0,partner_referral
U00644,2025-07-29 20:10:00,landing,2,84,48.4,tablet,20,1,partner_referral
U00644,2025-07-29 20:10:09,fd_view,2,3,56.9,mobile,20,1,partner_referral
U00644,2025-07-29 20:10:34,details,2,21,86.4,mobile,20,1,partner_referral
U00644,2025-07-29 20:11:02,kyc,2,59,89.7,mobile,20,1,partner_referral
U00644,2025-07-29 20:11:21,deposit,2,10,59.0,mobile,20,1,partner_referral
U00644,2025-08-04 22:10:00,landing,3,18,52.8,mobile,22,1,partner_referral
U00644,2025-08-04 22:10:28,fd_view,3,98,74.8,mobile,22,1,partner_referral
U00644,2025-08-04 22:10:33,details,3,44,53.9,mobile,22,1,partner_referral
U00645,2025-07-05 04:04:00,landing,1,5,33.2,tablet,4,0,social_media
U00645,2025-07-05 04:04:08,fd_view,1,14,96.0,tablet,4,0,social_media
U00645,2025-07-05 04:04:56,details,1,130,26.9,tablet,4,0,social_media
U00645,2025-07-06 03:04:00,landing,2,10,9.3,tablet,3,0,social_media
U00645,2025-07-06 03:04:14,fd_view,2,60,53.6,tablet,3,0,social_media
U00645,2025-07-06 03:04:44,details,2,119,62.4,tablet,3,0,social_media
U00645,2025-07-06 03:04:46,kyc,2,172,47.7,tablet,3,0,social_media
U00645,2025-07-06 03:05:06,deposit,2,49,86.2,tablet,3,0,social_media
U00646,2025-07-26 23:26:00,landing,1,10,32.4,desktop,23,0,google_ads
U00646,2025-07-26 23:26:22,fd_view,1,27,65.2,desktop,23,0,google_ads
U00646,2025-07-26 23:26:18,details,1,4,86.2,desktop,23,0,google_ads
U00646,2025-07-26 23:26:56,kyc,1,196,67.3,desktop,23,0,google_ads
U00646,2025-07-26 23:27:09,deposit,1,39,27.2,desktop,23,0,google_ads
U00647,2025-07-14 04:05:00,landing,1,5,17.7,desktop,4,1,google_ads
U00647,2025-07-14 04:05:16,fd_view,1,4,60.7,desktop,4,1,google_ads
U00647,2025-07-14 04:05:34,details,1,98,67.1,desktop,4,1,google_ads
U00648,2025-07-11 01:13:00,landing,1,33,65.3,mobile,1,1,google_ads
U00648,2025-07-11 01:13:18,fd_view,1,24,79.8,mobile,1,1,google_ads
U00649,2025-07-19 05:33:00,landing,1,44,61.1,mobile,5,0,google_ads
U00649,2025-07-19 05:33:08,fd_view,1,13,33.1,mobile,5,0,google_ads
U00650,2025-07-23 05:25:00,landing,1,35,41.5,desktop,5,1,partner_referral
U00651,2025-07-19 03:23:00,landing,1,76,16.6,desktop,3,0,partner_referral
U00651,2025-07-19 03:23:28,fd_view,1,5,43.7,desktop,3,0,partner_referral
U00651,2025-07-19 03:23:35,details,1,251,43.1,desktop,3,0,partner_referral
U00651,2025-07-21 03:23:00,landing,2,42,54.8,desktop,3,1,partner_referral
U00651,2025-07-21 03:23:27,fd_view,2,28,61.5,desktop,3,1,partner_referral
U00651,2025-07-21 03:23:30,details,2,215,57.4,desktop,3,1,partner_referral
U00651,2025-07-21 03:23:54,kyc,2,177,85.0,desktop,3,1,partner_referral
U00651,2025-07-21 03:24:10,deposit,2,94,56.9,tablet,3,1,partner_referral
U00651,2025-07-25 05:23:00,landing,3,17,39.5,desktop,5,1,partner_referral
U00651,2025-07-25 05:23:24,fd_view,3,16,64.3,mobile,5,1,partner_referral
U00651,2025-07-25 05:23:34,details,3,20,72.0,desktop,5,1,partner_referral
U00651,2025-07-25 05:23:49,kyc,3,90,17.7,desktop,5,1,partner_referral
U00652,2025-07-30 01:29:00,landing,1,61,43.1,mobile,1,1,google_ads
U00652,2025-07-30 01:29:18,fd_view,1,35,36.5,mobile,1,1,google_ads
U00653,2025-07-06 05:15:00,landing,1,5,42.7,tablet,5,0,organic
U00653,2025-07-06 05:15:10,fd_view,1,19,85.3,tablet,5,0,organic
U00654,2025-07-12 06:12:00,landing,1,16,33.8,desktop,6,0,google_ads
U00654,2025-07-12 06:12:09,fd_view,1,6,38.5,desktop,6,0,google_ads
U00654,2025-07-12 06:12:32,details,1,34,64.1,desktop,6,0,google_ads
U00654,2025-07-14 03:12:00,landing,2,83,45.9,desktop,3,1,google_ads
U00654,2025-07-14 03:12:13,fd_view,2,26,84.0,mobile,3,1,google_ads
U00654,2025-07-14 03:12:25,details,2,295,68.0,mobile,3,1,google_ads
U00654,2025-07-14 03:12:57,kyc,2,39,44.4,desktop,3,1,google_ads
U00654,2025-07-14 03:13:19,deposit,2,31,85.5,desktop,3,1,google_ads
U00655,2025-07-11 03:00:00,landing,1,31,16.4,mobile,3,1,organic
U00655,2025-07-14 04:00:00,landing,2,9,21.1,mobile,4,1,organic
U00656,2025-07-30 19:55:00,landing,1,5,44.3,desktop,19,1,organic
U00656,2025-07-30 19:55:14,fd_view,1,3,71.9,desktop,19,1,organic
U00656,2025-07-30 19:55:43,details,1,160,80.1,desktop,19,1,organic
U00656,2025-07-30 19:55:47,kyc,1,283,19.5,desktop,19,1,organic
U00656,2025-07-30 19:56:21,deposit,1,9,51.2,desktop,19,1,organic
U00657,2025-07-24 01:11:00,landing,1,14,50.1,mobile,1,1,direct
U00657,2025-07-24 01:11:08,fd_view,1,29,80.5,mobile,1,1,direct
U00657,2025-07-24 01:11:36,details,1,63,56.6,mobile,1,1,direct
U00657,2025-07-24 01:11:40,kyc,1,3,67.0,mobile,1,1,direct
U00657,2025-07-24 01:12:01,deposit,1,4,85.5,mobile,1,1,direct
U00658,2025-07-12 03:17:00,landing,1,72,57.3,mobile,3,0,partner_referral
U00658,2025-07-12 03:17:27,fd_view,1,29,60.6,mobile,3,0,partner_referral
U00658,2025-07-12 03:17:46,details,1,161,64.8,mobile,3,0,partner_referral
U00658,2025-07-16 04:17:00,landing,2,6,19.1,mobile,4,1,partner_referral
U00658,2025-07-16 04:17:14,fd_view,2,42,44.8,desktop,4,1,partner_referral
U00659,2025-07-16 21:37:00,landing,1,13,39.5,mobile,21,1,social_media
U00659,2025-07-16 21:37:08,fd_view,1,157,70.3,mobile,21,1,social_media
U00660,2025-07-12 19:25:00,landing,1,20,9.1,desktop,19,0,google_ads
U00661,2025-07-27 06:32:00,landing,1,5,47.3,desktop,6,0,direct
U00661,2025-07-27 06:32:11,fd_view,1,14,83.3,desktop,6,0,direct
U00661,2025-07-27 06:32:26,details,1,137,82.0,desktop,6,0,direct
U00661,2025-07-27 06:32:38,kyc,1,7,55.2,desktop,6,0,direct
U00662,2025-07-16 18:49:00,landing,1,5,30.2,mobile,18,1,partner_referral
U00662,2025-07-16 18:49:12,fd_view,1,3,52.2,mobile,18,1,partner_referral
U00662,2025-07-16 18:49:26,details,1,12,56.0,mobile,18,1,partner_referral
U00662,2025-07-16 18:49:52,kyc,1,13,49.7,mobile,18,1,partner_referral
U00663,2025-07-18 01:41:00,landing,1,18,42.7,desktop,1,1,social_media
U00663,2025-07-18 01:41:14,fd_view,1,15,26.0,desktop,1,1,social_media
U00663,2025-07-18 01:41:15,details,1,220,71.4,desktop,1,1,social_media
U00664,2025-07-14 04:34:00,landing,1,8,20.8,desktop,4,1,google_ads
U00664,2025-07-14 04:34:28,fd_view,1,52,68.6,desktop,4,1,google_ads
U00665,2025-07-20 19:22:00,landing,1,5,77.8,desktop,19,0,direct
U00665,2025-07-20 19:22:07,fd_view,1,37,89.2,desktop,19,0,direct
U00665,2025-07-20 19:22:45,details,1,7,54.2,desktop,19,0,direct
U00665,2025-07-20 19:22:50,kyc,1,46,34.9,desktop,19,0,direct
U00666,2025-07-09 04:39:00,landing,1,23,33.1,mobile,4,1,social_media
U00666,2025-07-09 04:39:15,fd_view,1,22,47.2,mobile,4,1,social_media
U00666,2025-07-09 04:39:35,details,1,59,94.9,mobile,4,1,social_media
U00666,2025-07-09 04:40:00,kyc,1,68,76.2,mobile,4,1,social_media
U00666,2025-07-09 04:40:19,deposit,1,83,85.9,mobile,4,1,social_media
U00666,2025-07-13 05:39:00,landing,2,5,46.1,mobile,5,0,social_media
U00666,2025-07-13 05:39:16,fd_view,2,65,84.1,mobile,5,0,social_media
U00666,2025-07-13 05:39:32,details,2,79,67.8,desktop,5,0,social_media
U00667,2025-07-25 07:31:00,landing,1,80,13.1,desktop,7,1,direct
U00667,2025-07-25 07:31:17,fd_view,1,68,64.5,desktop,7,1,direct
U00668,2025-07-15 20:34:00,landing,1,5,89.0,mobile,20,1,organic
U00668,2025-07-15 20:34:20,fd_view,1,4,63.4,mobile,20,1,organic
U00668,2025-07-15 20:34:24,details,1,189,88.5,mobile,20,1,organic
U00669,2025-07-21 01:02:00,landing,1,19,65.9,mobile,1,1,google_ads
U00669,2025-07-21 01:02:08,fd_view,1,23,79.8,mobile,1,1,google_ads
U00669,2025-07-21 01:02:56,details,1,17,44.9,mobile,1,1,google_ads
U00670,2025-07-24 08:25:00,landing,1,6,49.7,mobile,8,1,google_ads
U00671,2025-07-07 05:21:00,landing,1,13,44.9,mobile,5,1,google_ads
U00671,2025-07-07 05:21:21,fd_view,1,93,63.9,mobile,5,1,google_ads
U00671,2025-07-07 05:21:33,details,1,8,69.1,mobile,5,1,google_ads
