customer_id,age,city_tier,income_bracket,num_fds_booked,avg_fd_amount,avg_tenor_months,days_since_registration,platform_sessions,support_tickets,interest_rate_pref,last_login_days,platform_id,churned
CUST_0325,31,3,3-7L,2,103664,36,188,7,0,8.0,22,PLT_03,0
CUST_0326,35,3,<3L,3,19352,3,10,7,2,8.5,0,PLT_02,1
CUST_0327,22,2,7-15L,4,196192,12,44,8,1,8.0,24,PLT_14,0
CUST_0328,28,2,<3L,2,50624,12,586,11,0,7.5,11,PLT_01,0
CUST_0329,49,2,3-7L,1,136816,12,137,3,0,8.0,8,PLT_08,0
CUST_0330,57,1,3-7L,3,19911,24,85,8,0,8.0,1,PLT_15,0
CUST_0331,23,2,7-15L,5,49358,6,258,13,0,8.0,20,PLT_01,0
CUST_0332,30,3,7-15L,2,127314,3,133,10,0,8.0,2,PLT_05,0
CUST_0333,37,1,7-15L,6,61226,12,7,15,0,9.0,3,PLT_11,0
CUST_0334,41,1,<3L,3,32755,12,239,6,0,7.0,2,PLT_13,0
CUST_0335,28,1,3-7L,2,170732,3,237,4,0,7.5,0,PLT_06,0
CUST_0336,43,1,<3L,1,23455,6,32,6,0,7.5,16,PLT_07,0
CUST_0337,32,3,3-7L,2,58903,12,564,10,1,8.0,4,PLT_03,0
CUST_0338,37,3,3-7L,1,99921,12,45,8,0,7.0,2,PLT_12,0
CUST_0339,44,2,<3L,2,320152,6,110,4,2,8.0,5,PLT_15,1
CUST_0340,38,1,3-7L,2,41494,12,21,5,0,9.0,10,PLT_11,0
CUST_0341,32,2,>15L,1,47994,12,166,5,1,7.0,10,PLT_15,0
CUST_0342,36,2,>15L,6,41950,12,84,13,0,8.0,6,PLT_07,0
CUST_0343,36,1,3-7L,1,72458,36,78,8,1,8.5,10,PLT_08,1
CUST_0344,33,2,<3L,4,95831,3,315,4,0,7.5,8,PLT_10,0
CUST_0345,34,2,<3L,5,143580,36,7,6,0,7.0,25,PLT_03,1
CUST_0346,57,2,3-7L,6,109626,12,287,6,0,8.0,0,PLT_05,0
CUST_0347,44,2,>15L,1,40219,24,152,10,1,7.0,30,PLT_01,0
CUST_0348,34,1,<3L,4,114771,12,769,10,0,8.5,4,PLT_09,0
CUST_0349,46,2,7-15L,3,64423,12,160,7,1,7.0,19,PLT_08,0
CUST_0350,33,2,<3L,1,108684,24,10,6,0,8.0,7,PLT_03,0
CUST_0351,52,2,>15L,5,113765,24,9,9,0,8.5,5,PLT_04,0
CUST_0352,42,3,3-7L,2,220598,6,386,10,0,7.5,14,PLT_01,0
CUST_0353,36,2,7-15L,4,45086,6,331,11,1,7.5,21,PLT_14,0
CUST_0354,43,1,3-7L,1,38698,12,76,8,0,7.5,8,PLT_01,0
CUST_0355,22,1,7-15L,4,85624,36,173,2,1,8.5,9,PLT_15,0
CUST_0356,24,2,<3L,2,154201,12,121,8,0,8.5,0,PLT_14,1
CUST_0357,23,1,<3L,1,62720,12,614,1,0,7.5,38,PLT_06,0
CUST_0358,39,2,>15L,5,162457,24,539,5,0,8.5,28,PLT_06,0
CUST_0359,58,3,>15L,1,103989,24,742,10,0,8.5,7,PLT_09,0
CUST_0360,64,2,>15L,3,50971,12,362,10,0,9.0,21,PLT_12,0
CUST_0361,45,2,7-15L,4,93964,12,432,9,0,8.0,5,PLT_05,0
CUST_0362,44,2,7-15L,1,42282,36,44,13,0,8.5,19,PLT_03,0
CUST_0363,22,2,<3L,1,72466,12,320,7,0,8.0,10,PLT_06,0
CUST_0364,31,2,3-7L,3,25373,24,222,7,1,8.5,9,PLT_08,0
CUST_0365,28,3,3-7L,1,56696,12,592,12,0,7.0,0,PLT_12,0
CUST_0366,30,2,7-15L,2,133219,12,152,2,2,7.5,50,PLT_15,1
CUST_0367,35,3,3-7L,3,110604,6,16,9,0,8.5,27,PLT_07,0
CUST_0368,32,3,<3L,3,98387,6,163,6,2,8.5,23,PLT_11,0
CUST_0369,22,1,3-7L,2,75356,24,208,10,1,8.0,5,PLT_10,0
CUST_0370,46,1,7-15L,2,68041,12,44,14,0,8.0,5,PLT_14,0
CUST_0371,25,1,3-7L,4,21727,12,90,12,0,8.0,12,PLT_03,0
CUST_0372,40,1,<3L,4,50773,6,164,5,0,7.0,28,PLT_14,0
CUST_0373,62,1,<3L,1,69292,12,84,9,0,7.0,40,PLT_01,0
CUST_0374,26,2,<3L,3,24354,12,84,5,0,7.0,4,PLT_04,0
CUST_0375,22,1,3-7L,2,14744,12,25,7,0,8.0,14,PLT_06,0
CUST_0376,34,2,7-15L,4,147718,6,508,14,1,7.5,19,PLT_04,0
CUST_0377,51,3,7-15L,1,62359,24,249,10,0,7.5,3,PLT_05,1
CUST_0378,61,1,7-15L,1,70826,24,7,12,0,9.0,7,PLT_10,0
CUST_0379,23,3,3-7L,4,93386,6,261,8,0,7.5,3,PLT_07,0
CUST_0380,43,1,7-15L,2,27289,12,242,9,1,8.0,18,PLT_15,0
CUST_0381,32,1,<3L,3,43356,12,7,5,1,8.5,29,PLT_05,0
CUST_0382,36,2,3-7L,2,199437,12,83,7,0,7.5,31,PLT_05,0
CUST_0383,69,2,7-15L,1,40500,24,167,11,0,7.5,16,PLT_02,0
CUST_0384,22,3,<3L,2,48402,12,108,8,0,8.0,6,PLT_01,0
CUST_0385,41,3,<3L,1,35045,12,270,8,1,8.0,16,PLT_04,1
CUST_0386,43,3,>15L,3,33100,12,99,6,0,8.0,29,PLT_11,0
CUST_0387,51,1,3-7L,1,144984,6,30,9,1,8.0,14,PLT_10,0
CUST_0388,39,1,7-15L,1,10000,6,674,9,0,9.0,7,PLT_13,1
CUST_0389,41,3,<3L,2,41539,12,49,8,1,7.0,37,PLT_08,0
CUST_0390,33,3,7-15L,4,71705,3,227,8,2,8.5,27,PLT_15,0
CUST_0391,41,3,3-7L,5,232683,36,27,5,0,7.5,32,PLT_03,0
CUST_0392,33,2,<3L,1,24144,24,71,14,0,8.0,35,PLT_06,1
CUST_0393,45,2,7-15L,2,21066,24,105,10,0,7.0,7,PLT_10,0
CUST_0394,33,3,<3L,2,30089,36,38,6,1,8.0,29,PLT_14,0
CUST_0395,42,2,3-7L,4,104963,12,107,7,0,8.5,12,PLT_02,0
CUST_0396,37,3,<3L,1,66186,24,30,11,0,7.0,0,PLT_09,0
CUST_0397,51,3,<3L,5,18880,6,147,9,0,7.5,15,PLT_14,0
CUST_0398,37,2,3-7L,1,64837,3,196,4,1,8.0,9,PLT_09,0
CUST_0399,22,3,<3L,3,207140,24,11,9,1,7.5,4,PLT_04,1
CUST_0400,53,3,>15L,3,73982,3,368,8,0,8.5,52,PLT_12,0
CUST_0401,27,1,<3L,1,68298,36,36,10,0,8.5,0,PLT_11,0
CUST_0402,30,3,3-7L,1,71667,12,45,9,0,8.5,43,PLT_12,1
CUST_0403,30,2,<3L,1,83416,24,194,8,1,8.0,2,PLT_08,1
CUST_0404,54,3,3-7L,3,21727,6,113,8,2,8.0,7,PLT_14,0
CUST_0405,22,2,>15L,2,49734,12,124,13,0,7.5,8,PLT_14,0
CUST_0406,70,3,<3L,1,51854,3,24,7,0,8.0,19,PLT_02,1
CUST_0407,50,2,>15L,5,40669,24,294,9,0,8.0,3,PLT_10,0
CUST_0408,40,1,<3L,1,103662,6,172,9,0,9.0,64,PLT_02,1
CUST_0409,37,3,7-15L,1,36055,12,26,5,2,9.0,20,PLT_06,1
CUST_0410,41,1,3-7L,3,44892,6,84,7,0,9.0,23,PLT_02,0
CUST_0411,44,2,>15L,2,21847,3,299,12,0,8.0,1,PLT_01,0
CUST_0412,45,3,3-7L,2,81035,12,151,8,1,8.0,9,PLT_10,0
CUST_0413,44,3,3-7L,4,127200,6,20,8,2,8.5,43,PLT_02,0
CUST_0414,39,2,<3L,3,44854,24,83,9,0,8.5,4,PLT_02,0
CUST_0415,35,2,<3L,2,114223,6,50,6,1,8.5,2,PLT_05,0
CUST_0416,36,2,>15L,1,53233,12,131,7,0,7.5,9,PLT_14,0
CUST_0417,35,1,3-7L,3,10000,12,333,4,0,8.5,39,PLT_06,0
CUST_0418,51,2,3-7L,4,57456,6,103,8,0,8.0,10,PLT_11,0
CUST_0419,45,2,7-15L,1,52028,12,102,11,1,8.0,7,PLT_14,0
CUST_0420,22,3,3-7L,2,65016,24,424,9,1,8.5,15,PLT_15,1
CUST_0421,45,3,>15L,1,73317,6,154,6,3,8.0,41,PLT_03,0
CUST_0422,40,3,7-15L,3,34643,3,150,10,0,8.0,0,PLT_08,0
CUST_0423,37,1,3-7L,5,194279,12,54,6,0,8.0,2,PLT_02,0
CUST_0424,33,2,>15L,4,56787,12,168,8,0,8.0,2,PLT_14,0
CUST_0425,51,1,<3L,1,51035,12,154,9,0,7.0,1,PLT_10,0
CUST_0426,49,2,3-7L,3,108621,12,91,6,1,8.0,5,PLT_03,0
CUST_0427,28,2,3-7L,3,60768,24,841,10,0,8.0,3,PLT_04,0
CUST_0428,42,3,<3L,2,466341,3,384,6,0,8.0,11,PLT_05,0
CUST_0429,26,2,7-15L,3,50618,12,249,6,1,8.5,5,PLT_05,1
CUST_0430,22,1,>15L,1,79336,12,138,8,0,8.0,7,PLT_06,0
CUST_0431,30,1,3-7L,4,32881,12,111,6,1,8.5,42,PLT_04,0
CUST_0432,48,3,3-7L,1,120141,36,36,8,1,8.0,2,PLT_10,1
CUST_0433,49,2,>15L,2,76647,12,65,7,0,8.0,7,PLT_11,0
CUST_0434,44,1,3-7L,2,45653,36,267,6,0,7.0,4,PLT_07,0
CUST_0435,46,1,3-7L,1,29793,12,108,4,1,7.5,11,PLT_13,0
CUST_0436,44,3,3-7L,4,21003,3,385,11,0,8.5,19,PLT_12,0
CUST_0437,30,1,>15L,2,83698,6,28,8,0,7.0,25,PLT_08,0
CUST_0438,43,3,3-7L,4,19741,12,127,3,0,9.0,10,PLT_15,0
CUST_0439,47,3,7-15L,2,170549,12,187,10,0,7.5,28,PLT_04,0
CUST_0440,47,1,7-15L,5,21801,3,130,5,2,9.0,23,PLT_09,0
CUST_0441,52,1,3-7L,2,51911,12,396,8,0,8.0,2,PLT_06,0
CUST_0442,46,3,3-7L,1,29577,12,821,9,0,8.0,4,PLT_12,0
CUST_0443,42,2,7-15L,1,61460,6,22,4,1,7.0,16,PLT_08,0
CUST_0444,50,2,3-7L,2,61157,6,25,10,0,8.0,55,PLT_09,0
CUST_0445,37,3,7-15L,2,85463,24,25,13,1,7.5,7,PLT_01,0
CUST_0446,27,3,>15L,4,17658,12,205,8,0,8.0,3,PLT_14,0
CUST_0447,36,3,7-15L,1,32501,24,83,11,0,8.0,30,PLT_05,0
CUST_0448,29,3,7-15L,3,130149,12,237,9,1,8.5,3,PLT_15,0
CUST_0449,29,2,7-15L,4,101401,12,93,15,1,8.5,17,PLT_07,0
CUST_0450,36,1,7-15L,5,10000,6,177,5,0,8.0,0,PLT_10,0
CUST_0451,28,3,3-7L,2,80965,12,264,9,2,7.5,0,PLT_02,0
CUST_0452,34,2,<3L,4,26213,12,143,11,0,8.0,9,PLT_12,0
CUST_0453,22,2,3-7L,2,37292,12,139,9,1,8.5,16,PLT_11,0
CUST_0454,40,3,7-15L,2,49918,6,16,8,0,7.5,2,PLT_07,0
CUST_0455,38,1,3-7L,3,208128,6,95,7,0,8.0,21,PLT_07,0
CUST_0456,28,2,7-15L,2,25999,24,142,5,2,7.0,2,PLT_03,1
CUST_0457,45,1,3-7L,1,19474,12,111,8,1,7.5,11,PLT_09,0
CUST_0458,49,2,7-15L,2,85841,12,415,8,0,8.0,5,PLT_07,1
CUST_0459,22,1,<3L,4,58547,12,426,8,0,8.0,20,PLT_14,0
CUST_0460,28,1,7-15L,1,157251,24,310,5,0,8.0,24,PLT_12,0
CUST_0461,28,1,3-7L,3,45149,12,84,8,1,8.0,1,PLT_12,0
CUST_0462,26,2,<3L,3,157732,12,227,9,0,7.5,3,PLT_10,0
CUST_0463,47,3,3-7L,2,60658,36,90,12,1,7.5,33,PLT_11,1
CUST_0464,35,2,7-15L,3,91426,24,47,6,0,8.0,8,PLT_05,1
CUST_0465,34,3,3-7L,4,219510,6,75,8,0,8.0,9,PLT_07,0
CUST_0466,22,2,<3L,2,52375,6,13,5,1,7.0,2,PLT_07,1
CUST_0467,45,1,>15L,1,138099,24,72,7,0,8.0,79,PLT_06,0
CUST_0468,23,3,7-15L,1,36648,24,111,14,0,8.0,38,PLT_04,1
CUST_0469,38,1,>15L,3,71828,12,560,6,2,7.0,0,PLT_08,0
CUST_0470,41,3,3-7L,7,18850,12,67,16,2,8.5,12,PLT_12,1
CUST_0471,54,1,3-7L,2,39996,12,418,12,1,8.0,30,PLT_02,0
CUST_0472,22,3,>15L,3,25682,12,46,5,1,7.5,8,PLT_13,0
CUST_0473,22,1,3-7L,3,158990,12,38,4,0,8.0,8,PLT_13,1
CUST_0474,40,3,7-15L,5,240635,6,131,5,0,8.0,7,PLT_08,0
CUST_0475,59,2,3-7L,3,45082,36,200,5,0,9.0,0,PLT_13,0
CUST_0476,52,3,3-7L,2,32259,24,8,6,1,8.5,23,PLT_14,1
CUST_0477,40,1,<3L,1,20928,12,44,10,0,8.0,9,PLT_05,1
CUST_0478,32,2,<3L,2,73986,12,109,12,1,7.5,11,PLT_07,0
CUST_0479,47,3,<3L,3,36981,6,72,5,1,8.5,4,PLT_03,0
CUST_0480,26,2,<3L,5,38600,12,224,9,0,8.5,22,PLT_14,0
CUST_0481,43,2,>15L,3,220503,12,128,9,1,7.5,23,PLT_07,0
CUST_0482,44,2,<3L,2,47234,12,31,13,0,7.0,12,PLT_09,1
CUST_0483,50,2,7-15L,2,95733,12,404,7,0,8.5,35,PLT_07,1
CUST_0484,70,2,7-15L,3,62465,12,62,7,1,8.5,1,PLT_13,1
CUST_0485,42,2,3-7L,2,20248,24,236,7,0,7.5,23,PLT_01,0
CUST_0486,31,3,<3L,4,13685,3,272,6,0,8.0,12,PLT_09,0
CUST_0487,37,1,7-15L,3,88434,12,594,12,0,7.5,3,PLT_07,0
CUST_0488,22,1,7-15L,2,234049,24,124,8,1,7.5,2,PLT_02,0
CUST_0489,29,3,7-15L,1,77033,12,172,7,0,8.0,5,PLT_05,0
CUST_0490,33,3,7-15L,2,98643,12,73,11,0,8.0,29,PLT_11,1
CUST_0491,31,2,>15L,4,29034,12,204,14,0,8.5,23,PLT_10,0
CUST_0492,39,2,3-7L,1,134849,36,112,5,2,8.0,15,PLT_15,0
CUST_0493,28,1,3-7L,1,133519,3,103,6,0,7.5,1,PLT_02,0
CUST_0494,51,1,7-15L,1,34304,12,348,5,0,8.5,46,PLT_07,0
CUST_0495,38,2,<3L,1,92626,3,9,7,0,7.0,5,PLT_09,1
CUST_0496,37,2,>15L,2,14572,6,384,7,1,8.5,14,PLT_04,0
CUST_0497,34,2,<3L,3,106844,12,343,7,1,8.5,24,PLT_03,0
CUST_0498,39,1,3-7L,3,37875,6,127,9,0,7.5,2,PLT_06,0
CUST_0499,47,3,7-15L,2,22433,36,121,7,2,7.5,15,PLT_08,0
CUST_0500,27,3,3-7L,2,82628,36,80,12,2,8.5,0,PLT_08,1
CUST_0501,30,2,3-7L,1,14510,12,926,7,1,8.0,1,PLT_08,1
CUST_0502,34,2,3-7L,3,78741,12,21,14,0,7.0,19,PLT_05,0
CUST_0503,22,2,>15L,1,24201,12,160,5,0,8.5,2,PLT_13,0
CUST_0504,28,3,3-7L,1,20393,24,206,5,1,8.0,8,PLT_11,0
CUST_0505,32,2,>15L,2,62810,12,490,7,0,8.0,4,PLT_13,0
CUST_0506,48,1,<3L,3,52154,3,272,8,0,8.0,8,PLT_12,1
CUST_0507,41,3,7-15L,2,192034,24,185,6,0,8.0,1,PLT_06,0
CUST_0508,40,3,7-15L,2,21421,24,22,9,1,8.0,21,PLT_12,1
CUST_0509,48,3,<3L,3,179879,12,84,8,0,7.5,1,PLT_13,1
CUST_0510,36,3,3-7L,1,24098,36,26,5,1,8.0,27,PLT_02,0
CUST_0511,42,2,<3L,2,124935,36,383,8,1,8.0,16,PLT_06,1
CUST_0512,36,2,7-15L,2,145055,12,249,7,1,8.5,8,PLT_14,0
CUST_0513,41,3,3-7L,4,77432,12,255,16,0,8.0,30,PLT_13,0
CUST_0514,31,3,7-15L,2,31800,36,190,8,1,8.0,3,PLT_05,1
CUST_0515,22,1,<3L,3,17705,6,127,7,0,7.0,4,PLT_03,1
CUST_0516,36,1,<3L,5,12563,12,29,6,1,8.5,2,PLT_08,0
CUST_0517,55,2,<3L,3,263506,6,72,12,1,8.0,7,PLT_04,0
CUST_0518,49,3,3-7L,3,47217,24,26,3,1,8.0,64,PLT_14,1
CUST_0519,49,3,3-7L,2,24742,24,232,5,0,9.0,2,PLT_02,1
CUST_0520,52,1,>15L,1,23991,6,31,6,0,8.5,26,PLT_11,1
CUST_0521,39,2,7-15L,4,68479,36,217,11,0,8.0,15,PLT_03,0
CUST_0522,40,2,3-7L,1,43656,24,212,6,1,8.5,0,PLT_02,0
CUST_0523,30,3,>15L,4,12894,24,110,6,0,9.0,43,PLT_02,0
CUST_0524,34,3,7-15L,1,119567,3,26,5,0,8.5,53,PLT_03,0
CUST_0525,45,3,>15L,4,78275,12,68,6,0,8.0,38,PLT_13,1
CUST_0526,52,2,3-7L,2,260909,12,69,9,1,8.0,10,PLT_07,0
CUST_0527,36,2,3-7L,1,149138,12,216,5,0,7.5,3,PLT_10,0
CUST_0528,32,1,<3L,3,10000,12,21,8,0,8.0,7,PLT_14,0
CUST_0529,38,1,7-15L,3,186014,24,317,9,0,8.0,14,PLT_01,0
CUST_0530,45,3,<3L,1,157313,12,257,6,0,8.0,7,PLT_10,1
CUST_0531,22,3,3-7L,4,33219,24,37,8,0,8.0,18,PLT_06,0
CUST_0532,22,3,3-7L,1,42359,6,228,9,0,7.5,23,PLT_11,1
CUST_0533,31,3,3-7L,1,83231,6,198,9,0,7.0,3,PLT_01,0
CUST_0534,23,2,7-15L,2,26598,3,248,4,0,8.0,7,PLT_03,0
CUST_0535,31,3,<3L,2,49306,12,37,8,0,8.0,47,PLT_12,0
CUST_0536,36,3,3-7L,2,133256,12,30,9,0,8.0,4,PLT_04,0
CUST_0537,32,3,7-15L,4,90597,24,48,9,0,9.0,6,PLT_13,0
CUST_0538,55,1,>15L,2,35121,12,81,4,1,8.5,0,PLT_08,0
CUST_0539,41,2,7-15L,1,135700,12,284,7,1,8.0,6,PLT_02,0
CUST_0540,41,1,>15L,3,76291,12,241,8,1,7.5,6,PLT_15,0
CUST_0541,45,3,7-15L,4,74233,3,467,10,0,8.0,1,PLT_07,0
CUST_0542,24,2,3-7L,4,39658,6,10,6,0,8.0,0,PLT_03,1
CUST_0543,50,1,<3L,3,59561,12,7,6,0,8.0,12,PLT_01,0
CUST_0544,37,2,7-15L,4,32232,12,216,7,0,7.5,5,PLT_06,0
CUST_0545,46,2,7-15L,3,12677,24,58,8,0,7.0,0,PLT_02,0
CUST_0546,25,2,7-15L,3,47866,12,73,9,0,7.5,29,PLT_13,0
CUST_0547,22,1,3-7L,2,54299,24,142,15,3,8.0,13,PLT_03,0
CUST_0548,47,2,3-7L,2,66824,12,19,8,3,8.5,2,PLT_14,1
CUST_0549,42,2,3-7L,2,157901,36,185,5,1,8.5,30,PLT_06,0
CUST_0550,27,3,3-7L,4,35531,6,70,6,0,8.0,4,PLT_03,1
CUST_0551,27,2,<3L,1,44613,12,180,12,0,8.5,3,PLT_12,0
CUST_0552,51,3,7-15L,3,110518,12,323,10,1,9.0,33,PLT_05,0
CUST_0553,23,2,<3L,1,32793,36,33,4,0,8.5,2,PLT_14,0
CUST_0554,57,2,<3L,3,67710,6,480,5,1,8.5,31,PLT_03,1
CUST_0555,27,3,3-7L,3,43190,12,136,14,2,9.0,24,PLT_12,0
CUST_0556,45,2,7-15L,3,49271,12,461,5,0,8.0,5,PLT_07,0
CUST_0557,34,1,3-7L,1,109810,12,41,15,0,7.0,0,PLT_07,0
CUST_0558,45,1,3-7L,8,44410,6,166,7,2,9.0,1,PLT_12,0
CUST_0559,31,3,3-7L,4,112712,3,93,8,0,8.0,1,PLT_01,0
CUST_0560,36,2,3-7L,1,12557,12,267,5,0,8.5,33,PLT_06,1
CUST_0561,38,3,>15L,2,19078,12,167,6,1,8.5,7,PLT_13,0
CUST_0562,25,1,>15L,3,10000,6,122,13,0,8.0,0,PLT_13,0
CUST_0563,46,1,3-7L,1,23561,12,439,10,1,8.0,12,PLT_15,0
CUST_0564,31,1,3-7L,3,264467,3,85,5,0,8.0,3,PLT_03,0
CUST_0565,35,2,7-15L,2,59040,36,44,11,1,7.5,4,PLT_07,0
CUST_0566,26,2,<3L,1,33622,12,168,6,0,7.5,2,PLT_01,0
CUST_0567,22,2,3-7L,1,111999,24,176,10,1,8.0,21,PLT_10,0
CUST_0568,35,2,3-7L,2,125393,12,104,4,1,7.5,0,PLT_03,0
CUST_0569,66,3,>15L,1,22546,36,120,6,1,8.0,8,PLT_12,1
CUST_0570,47,2,<3L,1,441776,12,577,9,1,7.5,1,PLT_10,0
CUST_0571,37,2,3-7L,4,74687,12,237,10,0,8.5,12,PLT_02,0
CUST_0572,34,3,7-15L,2,82609,12,21,6,0,8.5,6,PLT_14,0
CUST_0573,38,2,3-7L,2,89124,24,42,6,1,8.0,0,PLT_08,0
CUST_0574,44,2,<3L,2,88974,12,668,3,0,8.0,9,PLT_08,0
CUST_0575,23,3,>15L,2,36418,6,233,13,1,9.0,12,PLT_11,0
CUST_0576,51,3,3-7L,1,324491,6,443,10,1,7.0,4,PLT_14,0
CUST_0577,46,1,7-15L,3,47660,12,65,8,0,8.0,21,PLT_09,0
CUST_0578,46,3,<3L,3,128799,12,243,14,0,7.5,6,PLT_13,0
CUST_0579,43,2,3-7L,5,40947,3,225,7,0,8.0,20,PLT_09,0
CUST_0580,38,1,3-7L,2,35531,12,62,12,0,7.5,12,PLT_11,0
CUST_0581,46,2,<3L,1,274166,12,144,9,0,7.5,30,PLT_13,0
CUST_0582,45,3,<3L,1,54901,24,177,12,0,7.5,11,PLT_02,0
CUST_0583,33,2,7-15L,1,58262,3,118,3,1,8.0,3,PLT_07,0
CUST_0584,31,2,<3L,2,75123,12,315,7,1,8.0,25,PLT_07,1
CUST_0585,39,2,<3L,3,479940,24,322,7,0,8.0,22,PLT_04,0
CUST_0586,56,1,3-7L,5,339425,12,342,8,0,8.0,53,PLT_06,0
CUST_0587,23,1,7-15L,2,167213,6,292,8,0,7.5,1,PLT_01,0
CUST_0588,22,1,<3L,2,587069,24,120,9,2,8.5,13,PLT_14,1
CUST_0589,39,1,3-7L,5,28122,12,86,7,0,8.0,10,PLT_06,0
CUST_0590,38,1,<3L,2,101185,12,320,4,2,7.5,16,PLT_15,1
CUST_0591,40,1,<3L,2,63618,36,121,9,0,7.5,58,PLT_13,1
CUST_0592,40,2,<3L,1,14541,36,50,12,0,8.5,11,PLT_01,0
CUST_0593,35,1,7-15L,3,86723,12,127,7,1,8.5,17,PLT_05,0
CUST_0594,55,2,<3L,4,40430,6,27,9,0,8.0,6,PLT_04,0
CUST_0595,22,3,<3L,5,204188,12,211,7,0,8.0,5,PLT_06,0
CUST_0596,28,2,3-7L,1,43651,3,73,11,2,8.0,6,PLT_11,0
CUST_0597,36,2,7-15L,1,41709,3,54,8,0,8.0,0,PLT_15,0
CUST_0598,22,1,3-7L,5,204118,12,564,8,0,8.5,5,PLT_11,0
CUST_0599,35,1,3-7L,3,56819,36,270,9,0,8.0,2,PLT_05,1
CUST_0600,57,1,<3L,2,151797,24,278,3,0,7.5,9,PLT_05,1
CUST_0601,38,1,3-7L,5,84076,12,175,8,0,7.0,9,PLT_03,0
CUST_0602,40,1,3-7L,3,84983,12,328,9,2,7.5,21,PLT_10,0
CUST_0603,22,1,3-7L,2,49254,3,256,6,1,8.0,10,PLT_15,0
CUST_0604,30,1,3-7L,3,89479,6,164,9,0,7.5,9,PLT_02,0
CUST_0605,33,1,3-7L,1,53895,3,584,7,1,8.0,3,PLT_07,0
CUST_0606,34,2,<3L,3,31475,24,38,8,1,8.0,28,PLT_10,0
CUST_0607,53,1,3-7L,7,55083,6,516,8,0,8.0,1,PLT_15,1
CUST_0608,44,2,<3L,2,167755,24,92,9,0,8.0,60,PLT_12,1
CUST_0609,24,2,7-15L,1,91932,12,135,9,0,8.0,9,PLT_08,0
CUST_0610,40,2,>15L,1,110719,6,23,8,0,8.0,3,PLT_05,0
CUST_0611,43,1,>15L,2,59944,6,139,8,1,8.5,6,PLT_09,0
CUST_0612,51,3,>15L,1,12705,12,170,8,0,8.0,0,PLT_01,0
CUST_0613,56,2,7-15L,3,22535,36,1000,7,0,8.0,2,PLT_13,1
CUST_0614,25,1,7-15L,4,47514,24,665,9,1,8.5,6,PLT_03,0
CUST_0615,28,3,3-7L,2,24147,12,610,6,0,8.5,12,PLT_08,1
CUST_0616,22,3,7-15L,4,39360,12,77,6,2,8.5,2,PLT_05,0
CUST_0617,35,1,3-7L,3,38236,12,853,6,0,8.0,16,PLT_02,0
CUST_0618,43,1,3-7L,3,39170,36,109,7,0,8.0,27,PLT_10,0
CUST_0619,49,3,7-15L,2,189044,24,343,8,3,8.0,12,PLT_09,0
CUST_0620,37,3,3-7L,5,57389,12,43,10,1,8.0,5,PLT_13,0
CUST_0621,34,1,3-7L,3,126466,12,126,9,0,7.5,1,PLT_01,0
CUST_0622,39,1,>15L,1,68265,12,608,8,0,8.5,0,PLT_03,0
CUST_0623,27,2,<3L,2,185831,12,528,8,1,8.0,19,PLT_14,0
CUST_0624,63,2,3-7L,2,135507,3,207,3,0,8.0,14,PLT_14,0
CUST_0625,22,2,>15L,3,37301,12,287,9,1,8.0,9,PLT_14,0
CUST_0626,40,2,7-15L,3,287593,36,34,11,0,8.0,1,PLT_04,0
CUST_0627,62,2,3-7L,3,41621,12,230,12,1,8.5,3,PLT_07,0
CUST_0628,38,3,<3L,4,70262,3,173,5,0,8.0,25,PLT_04,0
CUST_0629,35,1,3-7L,1,80952,24,17,8,1,7.5,9,PLT_11,0
CUST_0630,33,1,>15L,3,88494,6,21,11,2,7.0,49,PLT_02,0
CUST_0631,35,3,3-7L,2,113203,6,20,12,1,8.5,157,PLT_02,0
CUST_0632,54,3,3-7L,2,32681,6,231,1,0,8.5,24,PLT_10,1
CUST_0633,22,2,<3L,3,105859,12,27,7,1,7.5,4,PLT_01,1
CUST_0634,56,2,<3L,2,95312,12,113,12,0,8.0,3,PLT_07,0
CUST_0635,22,1,>15L,1,59896,12,79,5,0,7.5,4,PLT_14,0
CUST_0636,34,2,3-7L,4,51441,24,143,7,0,9.0,64,PLT_09,0
CUST_0637,32,2,7-15L,3,31367,12,220,6,2,7.5,6,PLT_12,0
CUST_0638,45,1,<3L,2,87928,24,207,8,0,7.5,18,PLT_10,1
CUST_0639,22,1,7-15L,1,35299,6,130,12,0,7.5,47,PLT_02,0
CUST_0640,43,2,>15L,2,72424,24,112,9,0,8.5,25,PLT_07,0
CUST_0641,62,1,3-7L,1,55212,12,91,12,0,8.5,13,PLT_14,0
CUST_0642,22,2,<3L,3,20592,12,356,8,0,8.0,2,PLT_15,0
CUST_0643,40,1,3-7L,2,28374,12,72,8,0,7.5,2,PLT_08,0
CUST_0644,30,2,7-15L,1,82769,12,54,14,1,8.0,10,PLT_03,0
CUST_0645,43,1,3-7L,2,39361,3,244,9,1,7.5,45,PLT_04,0
CUST_0646,38,3,>15L,1,38302,24,80,8,0,7.0,35,PLT_14,0
CUST_0647,30,2,7-15L,5,32495,3,337,5,3,8.5,2,PLT_09,0
CUST_0648,43,2,>15L,3,33389,6,71,1,0,8.5,5,PLT_04,0
CUST_0649,59,3,7-15L,3,222823,12,217,6,1,9.0,13,PLT_06,0
CUST_0650,35,2,<3L,1,24441,24,8,7,1,8.0,9,PLT_08,0
