user_id,age,city_tier,income_bracket,device_type,referral_source,platform_id,registration_date,converted,max_stage_reached,max_stage_name,funnel_attempts,income_num,device_mobile,device_desktop,referral_paid,referral_partner,max_stage_idx,total_events,funnel_attempts_feat,has_reentry,session_hour_mean,session_hour_std,evening_session_ratio,weekday_ratio,time_on_landing,time_on_fd_view,time_on_details,time_on_kyc,total_time_in_funnel,avg_scroll_depth,details_max_scroll,kyc_attempts,kyc_avg_time,n_devices_used,device_switched,avg_stage_gap_sec,fastest_transition_sec,n_fds_booked,avg_fd_amount,total_fd_amount,avg_tenor,avg_rate,n_banks,income_midpoint,amount_to_income_ratio,mobile_kyc_friction,high_income_engagement,tier3_mobile,reentry_details_time,evening_details_depth,segment,segment_name
U00366,30,2,7-15L,mobile,social_media,PLT_05,2025-03-29,0,1,fd_view,2,3,1,0,1,0,1,3,2,1,2.3333333333333335,0.5773502691896257,0.0,1.0,5.0,34.0,0.0,0.0,44,42.166666666666664,0.0,0,0.0,1,0,45000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,44,0,0.0,0.0,0,🟡 Hesitant Comparers
U00367,35,3,3-7L,mobile,google_ads,PLT_08,2025-05-21,0,0,landing,1,2,1,0,1,0,0,1,1,0,7.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,22,38.1,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,1,0.0,0.0,0,🟡 Hesitant Comparers
U00368,32,3,<3L,mobile,partner_referral,PLT_12,2025-03-14,0,3,kyc,1,1,1,0,0,1,3,4,1,0,3.0,0.0,0.0,1.0,18.0,3.0,35.0,290.0,346,61.224999999999994,75.6,1,290.0,1,0,18.333333333333332,7.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,1,0,1,0.0,0.0,2,🔵 Exploring Newcomers
U00369,22,1,3-7L,desktop,partner_referral,PLT_12,2025-05-21,0,0,landing,1,2,0,1,0,1,0,1,1,0,5.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,22,37.7,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00370,46,1,7-15L,tablet,google_ads,PLT_07,2025-05-16,0,0,landing,1,3,0,0,1,0,0,1,1,0,20.0,0.0,1.0,1.0,42.0,0.0,0.0,0.0,42,55.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,42,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00371,25,1,3-7L,mobile,direct,PLT_12,2025-04-30,0,0,landing,1,2,1,0,0,0,0,1,1,0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8,7.6,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00372,40,1,<3L,mobile,organic,PLT_14,2024-10-09,0,2,details,1,1,1,0,0,0,2,3,1,0,0.0,0.0,0.0,1.0,10.0,41.0,85.0,0.0,136,42.46666666666667,40.5,0,0.0,1,0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00373,62,1,<3L,desktop,social_media,PLT_09,2024-07-26,0,2,details,1,1,0,1,1,0,2,3,1,0,20.0,0.0,1.0,0.0,22.0,52.0,6.0,0.0,80,52.96666666666667,67.7,0,0.0,1,0,10.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,67.7,3,🔴 Dormant Drop-offs
U00374,26,2,<3L,mobile,organic,PLT_04,2024-11-03,0,2,details,1,1,1,0,0,0,2,3,1,0,18.0,0.0,1.0,1.0,5.0,13.0,15.0,0.0,33,68.7,84.8,0,0.0,1,0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,84.8,0,🟡 Hesitant Comparers
U00375,22,1,3-7L,desktop,direct,PLT_10,2025-04-14,0,1,fd_view,1,2,0,1,0,0,1,2,1,0,4.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,16,33.45,0.0,0,0.0,1,0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00376,34,2,7-15L,mobile,organic,PLT_04,2025-04-24,1,4,deposit,1,3,1,0,0,0,4,5,1,0,6.0,0.0,0.0,1.0,5.0,40.0,151.0,280.0,536,40.56,10.0,1,280.0,1,0,11.5,3.0,2.0,88321.0,176642.0,12.0,7.5600000000000005,2.0,1100000,0.08029181818181819,1,536,0,0.0,0.0,2,🔵 Exploring Newcomers
U00377,51,3,7-15L,mobile,organic,PLT_02,2025-02-26,1,4,deposit,1,3,1,0,0,0,4,5,1,0,4.0,0.0,0.0,1.0,21.0,18.0,186.0,105.0,333,59.660000000000004,39.0,1,105.0,1,0,23.5,6.0,3.0,154407.66666666666,463223.0,18.0,7.736666666666667,3.0,1100000,0.14037060606060606,1,333,1,0.0,0.0,2,🔵 Exploring Newcomers
U00378,61,1,7-15L,mobile,google_ads,PLT_03,2024-12-30,1,4,deposit,1,3,1,0,1,0,4,5,1,0,4.0,0.0,0.0,0.0,83.0,53.0,51.0,33.0,223,58.35999999999999,31.9,1,33.0,1,0,11.0,5.0,1.0,43299.0,43299.0,6.0,8.82,1.0,1100000,0.03936272727272727,1,223,0,0.0,0.0,2,🔵 Exploring Newcomers
U00379,23,3,3-7L,desktop,google_ads,PLT_01,2024-06-01,0,1,fd_view,1,2,0,1,1,0,1,2,1,0,6.0,0.0,0.0,1.0,22.0,42.0,0.0,0.0,64,57.099999999999994,0.0,0,0.0,1,0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00380,43,1,7-15L,mobile,google_ads,PLT_01,2025-05-16,1,4,deposit,2,3,1,0,1,0,4,8,2,1,18.75,1.0350983390135313,1.0,1.0,16.0,26.0,30.5,18.0,172,53.9625,75.8,1,18.0,1,0,23670.285714285714,3.0,1.0,124790.0,124790.0,36.0,8.24,1.0,1100000,0.11344545454545454,1,172,0,30.5,75.8,1,🟢 High-Value Converters
U00381,32,1,<3L,desktop,partner_referral,PLT_07,2025-05-26,0,2,details,1,1,0,1,0,1,2,3,1,0,18.0,0.0,1.0,1.0,5.0,76.0,180.0,0.0,261,48.96666666666667,76.4,0,0.0,1,0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,76.4,2,🔵 Exploring Newcomers
U00382,36,2,3-7L,mobile,google_ads,PLT_14,2025-01-10,0,1,fd_view,1,2,1,0,1,0,1,2,1,0,5.0,0.0,0.0,1.0,37.0,13.0,0.0,0.0,50,44.15,0.0,0,0.0,1,0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00383,69,2,7-15L,mobile,organic,PLT_14,2024-10-30,1,4,deposit,2,3,1,0,0,0,4,9,2,1,20.11111111111111,1.0540925533894616,1.0,1.0,7.5,31.0,45.5,161.5,515,53.766666666666666,60.1,2,161.5,2,1,33311.125,9.0,3.0,141567.33333333334,424702.0,24.0,7.82,3.0,1100000,0.12869757575757576,2,515,0,45.5,60.1,1,🟢 High-Value Converters
U00384,22,3,<3L,mobile,google_ads,PLT_05,2024-10-20,0,3,kyc,2,1,1,0,1,0,3,7,2,1,4.428571428571429,0.5345224838248487,0.0,1.0,14.0,31.5,77.0,361.0,606,60.5,74.5,1,361.0,1,0,13813.333333333334,18.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,1,0,1,77.0,0.0,1,🟢 High-Value Converters
U00385,41,3,<3L,tablet,social_media,PLT_03,2025-01-16,0,1,fd_view,1,1,0,0,1,0,1,2,1,0,5.0,0.0,0.0,1.0,5.0,34.0,0.0,0.0,39,63.900000000000006,0.0,0,0.0,1,0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00386,43,3,>15L,tablet,social_media,PLT_07,2024-06-01,0,3,kyc,2,4,0,0,1,0,3,7,2,1,9.428571428571429,11.759494644146674,0.0,1.0,5.5,36.5,156.5,69.0,466,54.91428571428571,85.9,1,69.0,2,1,13207.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,466,0,156.5,0.0,1,🟢 High-Value Converters
U00387,51,1,3-7L,mobile,social_media,PLT_14,2025-03-08,1,4,deposit,1,2,1,0,1,0,4,5,1,0,17.0,0.0,0.0,1.0,9.0,3.0,93.0,85.0,267,55.61999999999999,79.8,1,85.0,1,0,16.0,10.0,5.0,93202.0,466010.0,17.4,8.104,4.0,500000,0.186404,1,0,0,0.0,0.0,2,🔵 Exploring Newcomers
U00388,39,1,7-15L,mobile,social_media,PLT_02,2024-08-11,0,2,details,1,3,1,0,1,0,2,3,1,0,6.0,0.0,0.0,0.0,5.0,3.0,164.0,0.0,172,54.633333333333326,89.6,0,0.0,1,0,19.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,172,0,0.0,0.0,0,🟡 Hesitant Comparers
U00389,41,3,<3L,mobile,google_ads,PLT_03,2024-06-01,0,2,details,1,1,1,0,1,0,2,3,1,0,20.0,0.0,1.0,1.0,5.0,53.0,127.0,0.0,185,34.03333333333333,54.3,0,0.0,1,0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,1,0.0,54.3,0,🟡 Hesitant Comparers
U00390,33,3,7-15L,mobile,organic,PLT_01,2024-10-19,0,1,fd_view,1,3,1,0,0,0,1,2,1,0,5.0,0.0,0.0,1.0,66.0,18.0,0.0,0.0,84,46.2,0.0,0,0.0,1,0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,84,1,0.0,0.0,0,🟡 Hesitant Comparers
U00391,41,3,3-7L,mobile,google_ads,PLT_08,2025-04-18,0,0,landing,1,2,1,0,1,0,0,1,1,0,3.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,14,23.8,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,1,0.0,0.0,0,🟡 Hesitant Comparers
U00392,33,2,<3L,tablet,social_media,PLT_02,2025-05-06,1,4,deposit,1,1,0,0,1,0,4,5,1,0,21.0,0.0,1.0,1.0,62.0,24.0,79.0,32.0,296,58.92,45.1,1,32.0,1,0,15.5,2.0,2.0,57859.0,115718.0,24.0,8.055,2.0,150000,0.38572666666666666,0,0,0,0.0,45.1,2,🔵 Exploring Newcomers
U00393,45,2,7-15L,tablet,direct,PLT_15,2025-02-26,0,3,kyc,1,3,0,0,0,0,3,4,1,0,20.0,0.0,1.0,1.0,24.0,3.0,37.0,19.0,83,62.175,41.7,1,19.0,1,0,24.666666666666668,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,83,0,0.0,41.7,2,🔵 Exploring Newcomers
U00394,33,3,<3L,mobile,google_ads,PLT_07,2025-03-21,0,3,kyc,2,1,1,0,1,0,3,6,2,1,5.333333333333333,1.0327955589886444,0.0,0.3333333333333333,23.5,8.0,135.0,40.0,238,58.916666666666664,60.0,1,40.0,1,0,67684.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,1,0,1,135.0,0.0,2,🔵 Exploring Newcomers
U00395,42,2,3-7L,mobile,organic,PLT_11,2024-09-22,0,2,details,1,2,1,0,0,0,2,3,1,0,23.0,0.0,0.0,1.0,5.0,3.0,66.0,0.0,74,53.06666666666666,59.2,0,0.0,1,0,21.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00396,37,3,<3L,desktop,organic,PLT_09,2025-05-20,0,0,landing,1,1,0,1,0,0,0,1,1,0,6.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,23,21.2,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00397,51,3,<3L,desktop,google_ads,PLT_06,2025-04-27,0,2,details,1,1,0,1,1,0,2,3,1,0,7.0,0.0,0.0,1.0,31.0,44.0,47.0,0.0,122,66.0,64.8,0,0.0,1,0,14.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00398,37,2,3-7L,mobile,partner_referral,PLT_02,2024-12-16,0,1,fd_view,3,2,1,0,0,1,1,6,3,1,20.666666666666668,0.5163977794943223,1.0,1.0,37.666666666666664,26.333333333333332,0.0,0.0,192,51.199999999999996,0.0,0,0.0,1,0,103681.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00399,22,3,<3L,mobile,organic,PLT_02,2025-05-21,0,2,details,1,1,1,0,0,0,2,3,1,0,0.0,0.0,0.0,1.0,171.0,35.0,112.0,0.0,318,53.63333333333333,69.4,0,0.0,1,0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,1,0.0,0.0,0,🟡 Hesitant Comparers
U00400,53,3,>15L,mobile,direct,PLT_09,2025-04-16,0,2,details,1,4,1,0,0,0,2,3,1,0,20.0,0.0,1.0,1.0,5.0,3.0,117.0,0.0,125,56.46666666666667,61.3,0,0.0,1,0,19.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,125,1,0.0,61.3,0,🟡 Hesitant Comparers
U00401,27,1,<3L,mobile,google_ads,PLT_10,2025-04-04,0,1,fd_view,1,1,1,0,1,0,1,2,1,0,0.0,0.0,0.0,1.0,5.0,68.0,0.0,0.0,73,51.15,0.0,0,0.0,1,0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00402,30,3,3-7L,mobile,direct,PLT_08,2025-02-05,0,0,landing,1,2,1,0,0,0,0,1,1,0,19.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,24,36.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,1,0.0,0.0,0,🟡 Hesitant Comparers
U00403,30,2,<3L,mobile,social_media,PLT_14,2025-05-12,0,1,fd_view,3,1,1,0,1,0,1,4,3,1,6.75,10.843584893075414,0.0,0.75,31.666666666666668,12.0,0.0,0.0,107,24.575,0.0,0,0.0,1,0,116400.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00404,54,3,3-7L,desktop,social_media,PLT_14,2024-10-08,0,1,fd_view,3,2,0,1,1,0,1,4,3,1,18.25,0.9574271077563382,0.75,1.0,38.333333333333336,62.0,0.0,0.0,177,35.65,0.0,0,0.0,2,1,174000.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00405,22,2,>15L,mobile,partner_referral,PLT_14,2025-03-22,0,1,fd_view,1,4,1,0,0,1,1,2,1,0,3.0,0.0,0.0,0.0,18.0,25.0,0.0,0.0,43,35.8,0.0,0,0.0,1,0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,43,0,0.0,0.0,0,🟡 Hesitant Comparers
U00406,70,3,<3L,mobile,partner_referral,PLT_09,2024-08-07,0,2,details,1,1,1,0,0,1,2,3,1,0,17.0,0.0,0.0,1.0,42.0,25.0,226.0,0.0,293,49.333333333333336,56.1,0,0.0,1,0,10.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,1,0.0,0.0,2,🔵 Exploring Newcomers
U00407,50,2,>15L,mobile,partner_referral,PLT_04,2025-03-18,1,4,deposit,1,4,1,0,0,1,4,5,1,0,21.0,0.0,1.0,1.0,50.0,34.0,21.0,45.0,243,62.779999999999994,91.1,1,45.0,1,0,17.5,2.0,4.0,164252.0,657008.0,15.75,7.7575,4.0,2000000,0.082126,1,243,0,0.0,91.1,2,🔵 Exploring Newcomers
U00408,40,1,<3L,desktop,partner_referral,PLT_04,2025-04-24,0,2,details,1,1,0,1,0,1,2,3,1,0,6.0,0.0,0.0,1.0,16.0,11.0,110.0,0.0,137,47.0,60.9,0,0.0,1,0,17.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00409,37,3,7-15L,desktop,partner_referral,PLT_15,2025-05-14,0,1,fd_view,1,3,0,1,0,1,1,2,1,0,4.0,0.0,0.0,1.0,25.0,39.0,0.0,0.0,64,48.1,0.0,0,0.0,1,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,64,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00410,41,1,3-7L,mobile,direct,PLT_15,2025-05-31,0,2,details,1,2,1,0,0,0,2,3,1,0,2.0,0.0,0.0,1.0,54.0,8.0,84.0,0.0,146,75.23333333333333,73.7,0,0.0,1,0,20.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00411,44,2,>15L,mobile,social_media,PLT_02,2025-03-02,1,4,deposit,2,4,1,0,1,0,4,8,2,1,5.75,1.0350983390135313,0.0,0.625,10.0,25.5,19.0,330.0,657,54.824999999999996,78.2,1,330.0,2,1,42011.333333333336,3.0,1.0,46813.0,46813.0,12.0,8.29,1.0,2000000,0.0234065,1,657,0,19.0,0.0,1,🟢 High-Value Converters
U00412,45,3,3-7L,tablet,social_media,PLT_14,2025-05-19,0,2,details,1,2,0,0,1,0,2,3,1,0,2.0,0.0,0.0,1.0,22.0,77.0,35.0,0.0,134,57.199999999999996,31.1,0,0.0,1,0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00413,44,3,3-7L,mobile,direct,PLT_10,2025-04-03,0,0,landing,1,2,1,0,0,0,0,1,1,0,7.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,22,11.8,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,1,0.0,0.0,0,🟡 Hesitant Comparers
U00414,39,2,<3L,mobile,google_ads,PLT_01,2025-02-15,0,2,details,1,1,1,0,1,0,2,3,1,0,5.0,0.0,0.0,0.0,14.0,67.0,6.0,0.0,87,50.26666666666667,70.2,0,0.0,1,0,10.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00415,35,2,<3L,mobile,organic,PLT_10,2025-04-24,0,2,details,3,1,1,0,0,0,2,9,3,1,7.0,0.8660254037844386,0.0,0.6666666666666666,5.0,4.333333333333333,123.0,0.0,397,53.28888888888889,82.5,0,0.0,1,0,85501.625,5.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,123.0,0.0,1,🟢 High-Value Converters
U00416,36,2,>15L,mobile,google_ads,PLT_13,2025-05-09,0,3,kyc,2,4,1,0,1,0,3,7,2,1,4.428571428571429,0.5345224838248487,0.0,0.42857142857142855,5.0,5.5,185.5,191.0,583,49.785714285714285,78.1,1,191.0,1,0,13809.166666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,1,583,0,185.5,0.0,1,🟢 High-Value Converters
U00417,35,1,3-7L,mobile,partner_referral,PLT_04,2024-12-05,0,0,landing,2,2,1,0,0,1,0,2,2,1,18.5,2.1213203435596424,0.5,0.5,58.5,0.0,0.0,0.0,117,21.95,0.0,0,0.0,1,0,356400.0,356400.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00418,51,2,3-7L,tablet,social_media,PLT_10,2024-06-14,0,2,details,1,2,0,0,1,0,2,3,1,0,0.0,0.0,0.0,1.0,32.0,5.0,22.0,0.0,59,50.4,31.9,0,0.0,1,0,26.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00419,45,2,7-15L,desktop,google_ads,PLT_10,2025-05-20,0,2,details,1,3,0,1,1,0,2,3,1,0,7.0,0.0,0.0,1.0,91.0,22.0,446.0,0.0,559,80.2,87.8,0,0.0,1,0,18.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,559,0,0.0,0.0,2,🔵 Exploring Newcomers
U00420,22,3,3-7L,mobile,partner_referral,PLT_11,2025-05-12,0,3,kyc,2,2,1,0,0,1,3,5,2,1,7.4,1.3416407864998738,0.0,1.0,12.5,49.0,92.0,21.0,187,55.86,26.8,1,21.0,1,0,45916.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,1,0,1,92.0,0.0,2,🔵 Exploring Newcomers
U00421,45,3,>15L,tablet,partner_referral,PLT_08,2024-06-01,0,1,fd_view,3,4,0,0,0,1,1,5,3,1,7.8,0.44721359549995787,0.0,0.8,37.333333333333336,82.5,0.0,0.0,277,42.42,0.0,0,0.0,1,0,85500.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,277,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00422,40,3,7-15L,mobile,organic,PLT_02,2025-05-28,0,0,landing,1,3,1,0,0,0,0,1,1,0,18.0,0.0,1.0,1.0,90.0,0.0,0.0,0.0,90,45.7,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000,0.0,0,90,1,0.0,0.0,0,🟡 Hesitant Comparers
U00423,37,1,3-7L,mobile,partner_referral,PLT_13,2024-06-01,0,1,fd_view,1,2,1,0,0,1,1,2,1,0,22.0,0.0,0.0,1.0,12.0,29.0,0.0,0.0,41,28.599999999999998,0.0,0,0.0,1,0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00424,33,2,>15L,desktop,social_media,PLT_12,2025-05-31,0,2,details,2,4,0,1,1,0,2,4,2,1,4.75,0.5,0.0,1.0,24.5,22.0,37.0,0.0,108,52.3,35.4,0,0.0,1,0,85200.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,108,0,37.0,0.0,3,🔴 Dormant Drop-offs
U00425,51,1,<3L,desktop,organic,PLT_11,2024-09-26,0,2,details,3,1,0,1,0,0,2,7,3,1,3.7142857142857144,0.7559289460184545,0.0,0.5714285714285714,18.0,18.5,9.5,0.0,110,48.285714285714285,79.4,0,0.0,1,0,56400.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,9.5,0.0,3,🔴 Dormant Drop-offs
U00426,49,2,3-7L,mobile,partner_referral,PLT_08,2025-04-18,1,4,deposit,1,2,1,0,0,1,4,5,1,0,18.0,0.0,1.0,1.0,28.0,42.0,73.0,153.0,385,34.58,57.6,1,153.0,1,0,11.5,2.0,1.0,51942.0,51942.0,36.0,6.64,1.0,500000,0.103884,1,0,0,0.0,57.6,2,🔵 Exploring Newcomers
U00427,28,2,3-7L,mobile,partner_referral,PLT_01,2024-07-02,0,1,fd_view,1,2,1,0,0,1,1,2,1,0,0.0,0.0,0.0,1.0,5.0,30.0,0.0,0.0,35,59.2,0.0,0,0.0,1,0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00428,42,3,<3L,desktop,organic,PLT_15,2025-04-17,0,1,fd_view,1,1,0,1,0,0,1,2,1,0,5.0,0.0,0.0,0.0,81.0,91.0,0.0,0.0,172,47.0,0.0,0,0.0,1,0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,0.0,0,0,0,0.0,0.0,3,🔴 Dormant Drop-offs
U00429,26,2,7-15L,desktop,organic,PLT_01,2025-01-25,1,4,deposit,1,3,0,1,0,0,4,5,1,0,20.0,0.0,1.0,1.0,5.0,8.0,61.0,75.0,239,59.0,80.3,1,75.0,1,0,16.75,2.0,2.0,86266.0,172532.0,12.0,8.245000000000001,1.0,1100000,0.07842363636363636,0,239,0,0.0,80.3,2,🔵 Exploring Newcomers
U00430,22,1,>15L,desktop,direct,PLT_04,2025-05-22,0,3,kyc,2,4,0,1,0,0,3,5,2,1,6.4,1.3416407864998738,0.0,1.0,15.0,64.0,217.0,275.0,586,45.72,53.8,1,275.0,1,0,45909.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,586,0,217.0,0.0,1,🟢 High-Value Converters
U00431,30,1,3-7L,mobile,google_ads,PLT_07,2025-04-29,1,4,deposit,1,2,1,0,1,0,4,5,1,0,5.0,0.0,0.0,1.0,38.0,32.0,100.0,186.0,370,48.0,81.6,1,186.0,1,0,22.25,9.0,1.0,69531.0,69531.0,12.0,6.59,1.0,500000,0.139062,1,0,0,0.0,0.0,2,🔵 Exploring Newcomers
U00432,48,3,3-7L,mobile,google_ads,PLT_09,2024-12-05,0,2,details,2,2,1,0,1,0,2,4,2,1,6.5,1.0,0.0,1.0,20.0,41.0,30.0,0.0,111,34.6,70.9,0,0.0,1,0,55200.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,1,30.0,0.0,0,🟡 Hesitant Comparers
U00433,49,2,>15L,mobile,organic,PLT_05,2025-03-03,0,1,fd_view,1,4,1,0,0,0,1,2,1,0,20.0,0.0,1.0,1.0,5.0,38.0,0.0,0.0,43,28.05,0.0,0,0.0,1,0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,0.0,0,43,0,0.0,0.0,0,🟡 Hesitant Comparers
U00434,44,1,3-7L,mobile,social_media,PLT_02,2024-07-21,0,0,landing,1,2,1,0,1,0,0,1,1,0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5,80.6,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,0.0,0,0,0,0.0,0.0,0,🟡 Hesitant Comparers
U00435,46,1,3-7L,tablet,partner_referral,PLT_12,2025-03-26,1,4,deposit,1,2,0,0,0,1,4,5,1,0,22.0,0.0,0.0,1.0,35.0,10.0,69.0,377.0,571,38.42,70.9,1,377.0,1,0,19.0,12.0,3.0,63975.666666666664,191927.0,8.0,8.173333333333334,3.0,500000,0.12795133333333333,0,0,0,0.0,0.0,2,🔵 Exploring Newcomers
U00436,44,3,3-7L,mobile,partner_referral,PLT_07,2024-09-30,1,4,deposit,3,2,1,0,0,1,4,9,3,1,17.444444444444443,0.8819171036881972,0.2222222222222222,0.7777777777777778,21.333333333333332,26.333333333333332,139.0,148.0,442,55.17777777777778,41.9,1,148.0,1,0,64803.375,5.0,1.0,68904.0,68904.0,12.0,9.0,1.0,500000,0.137808,1,0,1,139.0,9.31111111111111,1,🟢 High-Value Converters
